time,RR,RL,FR,FL,Battery,SoC,PITCH,ROLL,MC,DNG,TOC,DS,YAW,CONT_EN,P_CONT_EN,ALT_SP,X_FB,Y_FB,X_SP,Y_SP,Disturbance,,,,,BARO_ALT,U_X_FB,U_Y_FB,PITCH_C,ERR_X,ERR_Y,Velocity_y,Pitch_SP,PWM_RR,POS_X_C,POS_Y_C,PWM_FL,PWM_FR,PWM_RL,ROLL_C,YAW_C,ALT_C,EP,time,ANG_KD,ANG_KI,ANG_KP,ALT_KP,ALT_KI,ALT_KD,POS_KP,POS_KI,POS_KD,CMD,LS
0,0,0,0,0,12.591,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,-5.551817009,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.0075,0.26,0.35,0.07,0.62,0.025,0,0.015,0,0.5
0.01,0,0,0,0,12.59098934,0.999999733,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0.12,0.0075,0.26,0.35,0.07,0.62,0.025,0,0.015,2,0.5
0.02,0,0,0,0,12.59097868,0.999999466,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,565.88,0.12,0.0075,0.26,0.35,0.07,0.62,0.025,0,0.015,1,0.5
0.03,0,0,0,0,12.59096804,0.999999199,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,580.68,0.12,0.0075,0.26,0.35,0.07,0.62,0.025,0,0.015,0,0.5
0.04,0,0,0,0,12.59095741,0.999998932,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.05,0,0,0,0,12.59094679,0.999998665,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.06,0,0,0,0,12.59093617,0.999998397,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.07,0,0,0,0,12.59092557,0.99999813,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.08,0,0,0,0,12.59091498,0.999997863,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.09,0,0,0,0,12.59090439,0.999997596,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.1,0,0,0,0,12.59089382,0.999997329,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.11,0,0,0,0,12.59088326,0.999997062,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.12,0,0,0,0,12.5908727,0.999996795,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.13,0,0,0,0,12.59086216,0.999996528,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.14,0,0,0,0,12.59085163,0.999996261,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.15,0,0,0,0,12.5908411,0.999995994,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.16,0,0,0,0,12.59083059,0.999995726,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.17,0,0,0,0,12.59082009,0.999995459,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.18,0,0,0,0,12.59080959,0.999995192,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.19,0,0,0,0,12.59079911,0.999994925,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.2,0,0,0,0,12.59078863,0.999994658,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.21,0,0,0,0,12.59077817,0.999994391,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.22,0,0,0,0,12.59076771,0.999994124,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.23,0,0,0,0,12.59075727,0.999993857,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.24,0,0,0,0,12.59074683,0.99999359,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.25,0,0,0,0,12.59073641,0.999993323,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.26,0,0,0,0,12.59072599,0.999993056,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.27,0,0,0,0,12.59071558,0.999992788,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.28,0,0,0,0,12.59070519,0.999992521,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.29,0,0,0,0,12.5906948,0.999992254,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.3,0,0,0,0,12.59068442,0.999991987,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.31,0,0,0,0,12.59067406,0.99999172,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.32,0,0,0,0,12.5906637,0.999991453,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.33,0,0,0,0,12.59065335,0.999991186,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.34,0,0,0,0,12.59064301,0.999990919,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.35,0,0,0,0,12.59063268,0.999990652,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.36,0,0,0,0,12.59062236,0.999990385,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.37,0,0,0,0,12.59061206,0.999990118,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.38,0,0,0,0,12.59060176,0.99998985,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.39,0,0,0,0,12.59059147,0.999989583,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.4,0,0,0,0,12.59058118,0.999989316,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.41,0,0,0,0,12.59057091,0.999989049,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.42,0,0,0,0,12.59056065,0.999988782,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.43,0,0,0,0,12.5905504,0.999988515,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.44,0,0,0,0,12.59054016,0.999988248,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.45,0,0,0,0,12.59052993,0.999987981,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.46,0,0,0,0,12.5905197,0.999987714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.47,0,0,0,0,12.59050949,0.999987447,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.48,0,0,0,0,12.59049929,0.999987179,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.49,0,0,0,0,12.59048909,0.999986912,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.5,0,0,0,0,12.59047891,0.999986645,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.51,0,0,0,0,12.59046873,0.999986378,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.52,0,0,0,0,12.59045857,0.999986111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.53,0,0,0,0,12.59044841,0.999985844,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.54,0,0,0,0,12.59043826,0.999985577,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.55,0,0,0,0,12.59042813,0.99998531,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.56,0,0,0,0,12.590418,0.999985043,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.57,0,0,0,0,12.59040788,0.999984776,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.58,0,0,0,0,12.59039777,0.999984509,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.59,0,0,0,0,12.59038767,0.999984241,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.6,0,0,0,0,12.59037758,0.999983974,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.61,0,0,0,0,12.5903675,0.999983707,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.62,0,0,0,0,12.59035743,0.99998344,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.63,0,0,0,0,12.59034737,0.999983173,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.64,0,0,0,0,12.59033731,0.999982906,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.65,0,0,0,0,12.59032727,0.999982639,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.66,0,0,0,0,12.59031724,0.999982372,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.67,0,0,0,0,12.59030721,0.999982105,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.68,0,0,0,0,12.5902972,0.999981838,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.69,0,0,0,0,12.59028719,0.999981571,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.7,0,0,0,0,12.5902772,0.999981303,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.71,0,0,0,0,12.59026721,0.999981036,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.72,0,0,0,0,12.59025723,0.999980769,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.73,0,0,0,0,12.59024726,0.999980502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.74,0,0,0,0,12.5902373,0.999980235,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.75,0,0,0,0,12.59022735,0.999979968,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.76,0,0,0,0,12.59021741,0.999979701,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.77,0,0,0,0,12.59020748,0.999979434,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.78,0,0,0,0,12.59019756,0.999979167,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.79,0,0,0,0,12.59018765,0.9999789,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.8,0,0,0,0,12.59017774,0.999978632,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.81,0,0,0,0,12.59016785,0.999978365,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.82,0,0,0,0,12.59015797,0.999978098,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.83,0,0,0,0,12.59014809,0.999977831,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.84,0,0,0,0,12.59013822,0.999977564,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.85,0,0,0,0,12.59012837,0.999977297,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.86,0,0,0,0,12.59011852,0.99997703,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.87,0,0,0,0,12.59010868,0.999976763,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.88,0,0,0,0,12.59009885,0.999976496,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.89,0,0,0,0,12.59008903,0.999976229,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.9,0,0,0,0,12.59007922,0.999975962,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.91,0,0,0,0,12.59006941,0.999975694,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.92,0,0,0,0,12.59005962,0.999975427,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.93,0,0,0,0,12.59004984,0.99997516,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.94,0,0,0,0,12.59004006,0.999974893,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.95,0,0,0,0,12.59003029,0.999974626,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.96,0,0,0,0,12.59002054,0.999974359,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.97,0,0,0,0,12.59001079,0.999974092,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.98,0,0,0,0,12.59000105,0.999973825,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.99,0,0,0,0,12.58999132,0.999973558,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1,0,0,0,0,12.5899816,0.999973291,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1.01,0,0,0,0,12.58997189,0.999973024,4.57764E-05,0,0,1,0,1,0.035644531,0,0,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,-5.08626E-07,,,,,,,,,,,,
1.02,0,0,0,0,12.58996219,0.999972756,4.57764E-05,0,0,1,0,1,0.035644531,0,0,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,-5.08626E-07,,,,,,,,,,,,
1.03,0,0,0,0,12.58995249,0.999972489,4.57764E-05,0,0,1,0,1,0.035644531,0,0,0,0,0,0,0,0,,,,,-0.005284639,0.324358284,-0.277792692,0,-0.324531041,0.27759085,0,0,0,0,0,0,0,0,0,0,0,-5.08626E-07,,,,,,,,,,,,
