time,RR,RL,FR,FL,PITCH,ROLL,YAW,U_X_FB,U_Y_FB,BARO_ALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.65,167,169,168,170,0.009033203,0.054260254,0.036621094,-0.178324059,-0.183250427,5.004553318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.66,170,167,170,168,0.009033203,0.054260254,0.036621094,-0.178324059,-0.183250427,5.004553318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.67,169,169,169,169,0.009033203,0.054260254,0.036621094,-0.178324059,-0.183250427,5.004553318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.68,169,169,169,169,0.009033203,0.054260254,0.036621094,-0.178324059,-0.183250427,5.004553318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.69,168,168,169,169,-0.001052856,0.058105469,0.036621094,-0.178324059,-0.183250427,5.004553318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.7,168,168,170,169,-0.02381897,0.065856934,0.036621094,-0.178324059,-0.183250427,5.004553318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.71,169,169,169,169,-0.02381897,0.065856934,0.036621094,-0.178324059,-0.183250427,5.004553318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.72,169,169,169,169,-0.02381897,0.065856934,0.036621094,-0.178324059,-0.183250427,5.004553318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.73,169,168,169,169,-0.028091431,0.067626953,0.036621094,-0.178324059,-0.183250427,5.004553318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.74,159,159,160,160,-0.045059204,0.074584961,0.036682129,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.75,169,169,169,169,-0.045059204,0.074584961,0.036682129,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.76,168,168,169,169,-0.04927063,0.076293945,0.036682129,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.77,168,168,169,169,-0.061828613,0.081420898,0.036682129,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.78,168,168,169,169,-0.065994263,0.083129883,0.036743164,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.79,169,168,169,169,-0.065994263,0.083129883,0.036743164,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.8,169,168,169,169,-0.065994263,0.083129883,0.036743164,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.81,168,168,169,169,-0.076828003,0.088256836,0.036743164,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.82,169,168,169,169,-0.077804565,0.089904785,0.036743164,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.83,169,168,169,168,-0.077987671,0.091186523,0.036743164,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.84,169,168,169,169,-0.077987671,0.091186523,0.036743164,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.85,169,168,169,169,-0.077987671,0.091186523,0.036743164,-0.178324059,-0.183250427,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.86,168,170,167,169,-0.076004028,0.092529297,0.036743164,-0.191892371,-0.179876089,5.009838104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.87,161,158,161,158,-0.068527222,0.093505859,0.036743164,-0.191892371,-0.179876089,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.88,168,168,169,168,-0.068527222,0.093505859,0.036743164,-0.191892371,-0.179876089,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.89,168,168,169,168,-0.068527222,0.093505859,0.036743164,-0.191892371,-0.179876089,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.9,169,169,168,168,-0.057159424,0.093322754,0.036682129,-0.191892371,-0.179876089,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.91,169,169,168,168,-0.034393311,0.090087891,0.036621094,-0.191892371,-0.179876089,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.92,168,168,169,168,-0.034393311,0.090087891,0.036621094,-0.191892371,-0.179876089,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.93,168,168,169,168,-0.034393311,0.090087891,0.036621094,-0.191892371,-0.179876089,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.94,165,165,163,163,-0.004760742,0.083251953,0.036621094,-0.191892371,-0.179876089,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.95,168,168,169,168,-0.004760742,0.083251953,0.036621094,-0.191892371,-0.179876089,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.96,168,168,169,168,-0.004760742,0.083251953,0.036621094,-0.191892371,-0.179876089,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.97,160,161,158,159,0.031616211,0.073059082,0.036560059,-0.191892371,-0.179876089,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.98,169,170,167,168,0.059692383,0.064331055,0.036499023,-0.191892371,-0.179876089,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.99,168,168,168,168,0.059692383,0.064331055,0.036499023,-0.191892371,-0.179876089,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,169,169,168,168,0.074829102,0.059387207,0.036499023,-0.191892371,-0.179876089,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.01,168,168,168,168,0.074829102,0.059387207,0.036499023,-0.191892371,-0.179876089,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.02,168,168,168,168,0.074829102,0.059387207,0.036499023,-0.191892371,-0.179876089,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.03,160,162,156,159,0.11315918,0.045776367,0.036499023,-0.203457847,-0.175320625,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.04,169,167,170,168,0.11315918,0.045776367,0.036499023,-0.203457847,-0.175320625,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.05,169,169,167,168,0.132751465,0.036865234,0.036499023,-0.203457847,-0.175320625,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.06,168,168,168,168,0.132751465,0.036865234,0.036499023,-0.203457847,-0.175320625,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.07,168,168,168,168,0.132751465,0.036865234,0.036499023,-0.203457847,-0.175320625,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.08,169,170,167,168,0.156860352,0.023376465,0.036437988,-0.203457847,-0.175320625,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.09,168,168,168,168,0.156860352,0.023376465,0.036437988,-0.203457847,-0.175320625,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.1,168,168,168,168,0.156860352,0.023376465,0.036437988,-0.203457847,-0.175320625,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.11,160,161,158,159,0.190185547,0.000610352,0.036437988,-0.203457847,-0.175320625,5.033618927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.12,168,168,168,168,0.190185547,0.000610352,0.036437988,-0.203457847,-0.175320625,5.033618927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.13,168,168,168,168,0.190185547,0.000610352,0.036437988,-0.203457847,-0.175320625,5.033618927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.14,169,170,167,168,0.223144531,-0.021972656,0.036437988,-0.203457847,-0.175320625,5.033618927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.15,168,169,168,168,0.234008789,-0.029449463,0.036437988,-0.203457847,-0.175320625,5.033618927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.16,168,169,168,168,0.244934082,-0.036911011,0.036437988,-0.203457847,-0.175320625,5.033618927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.17,160,161,158,159,0.266601563,-0.051757813,0.036499023,-0.203457847,-0.175320625,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.18,168,168,168,168,0.266601563,-0.051757813,0.036499023,-0.203457847,-0.175320625,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.19,168,168,168,168,0.266601563,-0.051757813,0.036499023,-0.203457847,-0.175320625,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.2,168,170,167,168,0.291870117,-0.071899414,0.036499023,-0.203457847,-0.175320625,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.21,168,169,168,168,0.291870117,-0.071899414,0.036499023,-0.203457847,-0.175320625,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.22,168,171,166,169,0.303833008,-0.083404541,0.036499023,-0.214681059,-0.171662092,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.23,169,167,169,167,0.303833008,-0.083404541,0.036499023,-0.214681059,-0.171662092,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.24,168,169,167,168,0.315734863,-0.094818115,0.036499023,-0.214681059,-0.171662092,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.25,168,169,168,168,0.320922852,-0.100112915,0.036499023,-0.214681059,-0.171662092,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.26,168,169,168,168,0.320922852,-0.100112915,0.036499023,-0.214681059,-0.171662092,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.27,164,165,163,164,0.333862305,-0.119415283,0.036560059,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.28,168,169,168,168,0.333862305,-0.119415283,0.036560059,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.29,168,169,168,168,0.333862305,-0.119415283,0.036560059,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.3,168,169,167,168,0.341674805,-0.138061523,0.036621094,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.31,168,169,168,168,0.344360352,-0.146743774,0.036621094,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.32,168,169,168,168,0.344360352,-0.146743774,0.036621094,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.33,168,169,167,169,0.34765625,-0.170288086,0.036621094,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.34,168,169,168,168,0.34765625,-0.170288086,0.036621094,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.35,168,169,168,168,0.34765625,-0.170288086,0.036621094,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.36,168,169,167,169,0.343994141,-0.190093994,0.036621094,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.37,168,169,168,168,0.341186523,-0.195861816,0.036621094,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.38,168,169,168,168,0.341186523,-0.195861816,0.036621094,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.39,168,169,168,169,0.333251953,-0.206176758,0.036560059,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.4,168,169,168,168,0.333251953,-0.206176758,0.036560059,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.41,168,169,168,168,0.333251953,-0.206176758,0.036560059,-0.214681059,-0.171662092,5.041545868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.42,172,175,172,175,0.315551758,-0.217025757,0.036499023,-0.225691184,-0.171085358,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.43,169,168,169,167,0.315551758,-0.217025757,0.036499023,-0.225691184,-0.171085358,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.44,168,168,168,168,0.308105469,-0.219573975,0.036499023,-0.225691184,-0.171085358,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.45,168,168,168,169,0.291015625,-0.223464966,0.036376953,-0.225691184,-0.171085358,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.46,168,168,168,168,0.28125,-0.224807739,0.036376953,-0.225691184,-0.171085358,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.47,168,169,168,168,0.28125,-0.224807739,0.036376953,-0.225691184,-0.171085358,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.48,168,169,168,168,0.28125,-0.224807739,0.036376953,-0.225691184,-0.171085358,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.49,167,168,169,169,0.247558594,-0.235855103,0.036254883,-0.225691184,-0.171085358,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.5,168,169,168,168,0.247558594,-0.235855103,0.036254883,-0.225691184,-0.171085358,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.51,168,169,168,168,0.247558594,-0.235855103,0.036254883,-0.225691184,-0.171085358,5.038903713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.52,176,177,179,180,0.1953125,-0.252761841,0.036010742,-0.225691184,-0.171085358,5.033618927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.53,168,169,168,168,0.1953125,-0.252761841,0.036010742,-0.225691184,-0.171085358,5.033618927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.54,168,169,168,168,0.1953125,-0.252761841,0.036010742,-0.225691184,-0.171085358,5.033618927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.55,167,168,169,169,0.164794922,-0.258773804,0.035888672,-0.225691184,-0.171085358,5.033618927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.56,167,168,169,169,0.131225586,-0.263183594,0.035705566,-0.225691184,-0.171085358,5.033618927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.57,177,178,178,179,0.113342285,-0.264785767,0.035644531,-0.225691184,-0.171085358,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.58,168,169,168,168,0.113342285,-0.264785767,0.035644531,-0.225691184,-0.171085358,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.59,168,169,168,168,0.113342285,-0.264785767,0.035644531,-0.225691184,-0.171085358,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.6,167,167,169,170,0.064758301,-0.267227173,0.035400391,-0.225691184,-0.171085358,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.61,166,169,167,170,0.053405762,-0.26725769,0.035339355,-0.238744482,-0.173654318,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.62,169,168,169,167,0.053405762,-0.26725769,0.035339355,-0.238744482,-0.173654318,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.63,168,169,168,168,0.053405762,-0.26725769,0.035339355,-0.238744482,-0.173654318,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.64,167,167,169,169,0.014770508,-0.264984131,0.03515625,-0.238744482,-0.173654318,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.65,168,169,168,168,0.014770508,-0.264984131,0.03515625,-0.238744482,-0.173654318,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.66,168,169,168,168,0.014770508,-0.264984131,0.03515625,-0.238744482,-0.173654318,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.67,177,177,179,179,-0.016494751,-0.259216309,0.03503418,-0.238744482,-0.173654318,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.68,168,169,168,169,-0.016494751,-0.259216309,0.03503418,-0.238744482,-0.173654318,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.69,167,167,170,169,-0.054489136,-0.249954224,0.034851074,-0.238744482,-0.173654318,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.7,168,169,168,169,-0.054489136,-0.249954224,0.034851074,-0.238744482,-0.173654318,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.71,177,177,179,179,-0.082763672,-0.241470337,0.034729004,-0.238744482,-0.173654318,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.72,168,169,168,169,-0.082763672,-0.241470337,0.034729004,-0.238744482,-0.173654318,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.73,168,167,169,169,-0.110855103,-0.229904175,0.034606934,-0.238744482,-0.173654318,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.74,168,168,169,169,-0.124847412,-0.222976685,0.034545898,-0.238744482,-0.173654318,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.75,168,168,169,169,-0.138778687,-0.215270996,0.034545898,-0.238744482,-0.173654318,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.76,168,168,168,169,-0.138778687,-0.215270996,0.034545898,-0.238744482,-0.173654318,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.77,168,168,168,169,-0.138778687,-0.215270996,0.034545898,-0.238744482,-0.173654318,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.78,168,167,170,169,-0.177963257,-0.188781738,0.034362793,-0.238744482,-0.173654318,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.79,168,168,168,169,-0.177963257,-0.188781738,0.034362793,-0.238744482,-0.173654318,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.8,168,168,168,169,-0.177963257,-0.188781738,0.034362793,-0.238744482,-0.173654318,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.81,172,173,174,175,-0.205047607,-0.161361694,0.034301758,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.82,170,167,169,167,-0.205047607,-0.161361694,0.034301758,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.83,168,167,170,168,-0.224822998,-0.130661011,0.034240723,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.84,168,168,169,168,-0.229812622,-0.119720459,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.85,168,168,168,169,-0.229812622,-0.119720459,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.86,168,168,168,169,-0.229812622,-0.119720459,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.87,168,168,169,169,-0.242111206,-0.103790283,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.88,168,168,169,169,-0.249420166,-0.098800659,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.89,168,168,168,169,-0.249420166,-0.098800659,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.9,168,168,169,169,-0.26184082,-0.086288452,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.91,168,168,169,169,-0.26184082,-0.086288452,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.92,168,168,169,169,-0.26184082,-0.086288452,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.93,168,168,169,169,-0.26184082,-0.086288452,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.94,169,168,169,168,-0.267242432,-0.064315796,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.95,168,168,169,169,-0.267242432,-0.064315796,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.96,168,168,169,169,-0.267242432,-0.064315796,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.97,169,168,169,168,-0.25831604,-0.046264648,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.98,168,168,169,169,-0.25831604,-0.046264648,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.99,169,168,169,168,-0.252197266,-0.040283203,0.034179688,-0.253219336,-0.176274538,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,168,170,167,169,-0.235336304,-0.028381348,0.034179688,-0.269168466,-0.176470041,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.01,170,167,170,167,-0.224563599,-0.022460938,0.034179688,-0.269168466,-0.176470041,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.02,169,169,168,167,-0.198425293,-0.010681152,0.034179688,-0.269168466,-0.176470041,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.03,168,168,169,169,-0.198425293,-0.010681152,0.034179688,-0.269168466,-0.176470041,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.04,168,168,169,169,-0.198425293,-0.010681152,0.034179688,-0.269168466,-0.176470041,5.01512289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.05,166,165,163,162,-0.155609131,0.00769043,0.034179688,-0.269168466,-0.176470041,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.06,168,168,168,168,-0.155609131,0.00769043,0.034179688,-0.269168466,-0.176470041,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.07,168,168,168,168,-0.155609131,0.00769043,0.034179688,-0.269168466,-0.176470041,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.08,169,169,168,167,-0.126754761,0.012939453,0.034179688,-0.269168466,-0.176470041,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.09,169,169,168,168,-0.110031128,0.015625,0.034179688,-0.269168466,-0.176470041,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.1,168,168,168,168,-0.110031128,0.015625,0.034179688,-0.269168466,-0.176470041,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.11,168,168,168,168,-0.110031128,0.015625,0.034179688,-0.269168466,-0.176470041,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.12,170,170,167,167,-0.055480957,0.02355957,0.034179688,-0.269168466,-0.176470041,5.017765045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.13,160,160,159,159,-0.037399292,0.026123047,0.034179688,-0.269168466,-0.176470041,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.14,168,168,168,168,-0.037399292,0.026123047,0.034179688,-0.269168466,-0.176470041,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.15,168,168,168,168,-0.037399292,0.026123047,0.034179688,-0.269168466,-0.176470041,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.16,171,171,166,165,0.052185059,0.039123535,0.034118652,-0.269168466,-0.176470041,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.17,168,168,168,168,0.052185059,0.039123535,0.034118652,-0.269168466,-0.176470041,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.18,169,169,168,168,0.069946289,0.041687012,0.034057617,-0.269168466,-0.176470041,5.023049831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.19,159,161,157,160,0.087646484,0.044250488,0.034057617,-0.283804417,-0.173950911,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.2,169,167,170,167,0.087646484,0.044250488,0.034057617,-0.283804417,-0.173950911,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.21,169,169,168,168,0.105285645,0.046813965,0.034057617,-0.283804417,-0.173950911,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.22,170,169,167,167,0.139038086,0.053649902,0.034057617,-0.283804417,-0.173950911,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.23,168,168,168,168,0.139038086,0.053649902,0.034057617,-0.283804417,-0.173950911,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.24,168,168,168,168,0.139038086,0.053649902,0.034057617,-0.283804417,-0.173950911,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.25,169,169,167,167,0.168762207,0.048522949,0.033996582,-0.283804417,-0.173950911,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.26,168,168,168,168,0.168762207,0.048522949,0.033996582,-0.283804417,-0.173950911,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.27,168,168,168,168,0.168762207,0.048522949,0.033996582,-0.283804417,-0.173950911,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.28,169,169,168,168,0.185546875,0.043273926,0.033996582,-0.283804417,-0.173950911,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.29,168,168,168,168,0.185546875,0.043273926,0.033996582,-0.283804417,-0.173950911,5.028334141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
