time,RR,RL,FR,FL,Battery,SoC,PITCH,ROLL,MC,DNG,TOC,DS,YAW,Y_FB,X_SP,Y_SP,Disturbance,,,,,BARO_ALT,U_X_FB,U_Y_FB,PITCH_C,ERR_X,ERR_Y,Velocity_y,Pitch_SP,PWM_RR,POS_X_C,POS_Y_C,PWM_FL,PWM_FR,PWM_RL,ROLL_C,YAW_C,ALT_C,EP,time,ANG_KD,ANG_KI,ANG_KP,ALT_KP,ALT_KI,ALT_KD,POS_KP,POS_KI,POS_KD,CMD,LS
0,0,0,0,0,12.591,1,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.0075,0.26,0.35,0.1,0.62,0.025,0,0.015,2,0.5
0.01,0,0,0,0,12.59098934,0.999999733,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.35,0.12,0.0075,0.26,0.35,0.1,0.62,0.025,0,0.015,1,0.5
0.02,0,0,0,0,12.59097868,0.999999466,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.03,0,0,0,0,12.59096804,0.999999199,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.04,0,0,0,0,12.59095741,0.999998932,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.05,0,0,0,0,12.59094679,0.999998665,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.06,0,0,0,0,12.59093617,0.999998397,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.07,0,0,0,0,12.59092557,0.99999813,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.08,0,0,0,0,12.59091498,0.999997863,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.09,0,0,0,0,12.59090439,0.999997596,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.1,0,0,0,0,12.59089382,0.999997329,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.11,0,0,0,0,12.59088326,0.999997062,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.12,0,0,0,0,12.5908727,0.999996795,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.13,0,0,0,0,12.59086216,0.999996528,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.14,0,0,0,0,12.59085163,0.999996261,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.15,0,0,0,0,12.5908411,0.999995994,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.16,0,0,0,0,12.59083059,0.999995726,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.17,0,0,0,0,12.59082009,0.999995459,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.18,0,0,0,0,12.59080959,0.999995192,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.19,0,0,0,0,12.59079911,0.999994925,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.2,0,0,0,0,12.59078863,0.999994658,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.21,0,0,0,0,12.59077817,0.999994391,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.22,0,0,0,0,12.59076771,0.999994124,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.23,0,0,0,0,12.59075727,0.999993857,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.24,0,0,0,0,12.59074683,0.99999359,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.25,0,0,0,0,12.59073641,0.999993323,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.26,0,0,0,0,12.59072599,0.999993056,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.27,0,0,0,0,12.59071558,0.999992788,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.28,0,0,0,0,12.59070519,0.999992521,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.29,0,0,0,0,12.5906948,0.999992254,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.3,0,0,0,0,12.59068442,0.999991987,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.31,0,0,0,0,12.59067406,0.99999172,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.32,0,0,0,0,12.5906637,0.999991453,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.33,0,0,0,0,12.59065335,0.999991186,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.34,0,0,0,0,12.59064301,0.999990919,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.35,0,0,0,0,12.59063268,0.999990652,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.36,0,0,0,0,12.59062236,0.999990385,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.37,0,0,0,0,12.59061206,0.999990118,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.38,0,0,0,0,12.59060176,0.99998985,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.39,0,0,0,0,12.59059147,0.999989583,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.4,0,0,0,0,12.59058118,0.999989316,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.41,0,0,0,0,12.59057091,0.999989049,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.42,0,0,0,0,12.59056065,0.999988782,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.43,0,0,0,0,12.5905504,0.999988515,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.44,0,0,0,0,12.59054016,0.999988248,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.45,0,0,0,0,12.59052993,0.999987981,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.46,0,0,0,0,12.5905197,0.999987714,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.47,0,0,0,0,12.59050949,0.999987447,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.48,0,0,0,0,12.59049929,0.999987179,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.49,0,0,0,0,12.59048909,0.999986912,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.5,0,0,0,0,12.59047891,0.999986645,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.51,0,0,0,0,12.59046873,0.999986378,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.52,0,0,0,0,12.59045857,0.999986111,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.53,0,0,0,0,12.59044841,0.999985844,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.54,0,0,0,0,12.59043826,0.999985577,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.55,0,0,0,0,12.59042813,0.99998531,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.56,0,0,0,0,12.590418,0.999985043,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.57,0,0,0,0,12.59040788,0.999984776,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.58,0,0,0,0,12.59039777,0.999984509,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.59,0,0,0,0,12.59038767,0.999984241,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.6,0,0,0,0,12.59037758,0.999983974,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.61,0,0,0,0,12.5903675,0.999983707,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.62,0,0,0,0,12.59035743,0.99998344,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.63,0,0,0,0,12.59034737,0.999983173,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.64,0,0,0,0,12.59033731,0.999982906,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.65,0,0,0,0,12.59032727,0.999982639,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.66,0,0,0,0,12.59031724,0.999982372,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.67,0,0,0,0,12.59030721,0.999982105,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.68,0,0,0,0,12.5902972,0.999981838,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.69,0,0,0,0,12.59028719,0.999981571,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.7,0,0,0,0,12.5902772,0.999981303,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.71,0,0,0,0,12.59026721,0.999981036,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.72,0,0,0,0,12.59025723,0.999980769,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.73,0,0,0,0,12.59024726,0.999980502,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.74,0,0,0,0,12.5902373,0.999980235,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.75,0,0,0,0,12.59022735,0.999979968,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.76,0,0,0,0,12.59021741,0.999979701,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.77,0,0,0,0,12.59020748,0.999979434,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.78,0,0,0,0,12.59019756,0.999979167,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.79,0,0,0,0,12.59018765,0.9999789,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.8,0,0,0,0,12.59017774,0.999978632,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.81,0,0,0,0,12.59016785,0.999978365,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.82,0,0,0,0,12.59015797,0.999978098,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.83,0,0,0,0,12.59014809,0.999977831,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.84,0,0,0,0,12.59013822,0.999977564,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.85,0,0,0,0,12.59012837,0.999977297,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.86,0,0,0,0,12.59011852,0.99997703,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.87,0,0,0,0,12.59010868,0.999976763,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.88,0,0,0,0,12.59009885,0.999976496,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.89,0,0,0,0,12.59008903,0.999976229,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.9,0,0,0,0,12.59007922,0.999975962,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.91,0,0,0,0,12.59006941,0.999975694,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.92,0,0,0,0,12.59005962,0.999975427,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.93,0,0,0,0,12.59004984,0.99997516,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.94,0,0,0,0,12.59004006,0.999974893,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.95,0,0,0,0,12.59003029,0.999974626,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.96,0,0,0,0,12.59002054,0.999974359,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.97,0,0,0,0,12.59001079,0.999974092,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.98,0,0,0,0,12.59000105,0.999973825,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
0.99,0,0,0,0,12.58999132,0.999973558,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1,0,0,0,0,12.5899816,0.999973291,0,0,0,1,0,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
1.01,196,196,196,196,12.07430905,0.999973024,0,0,0,1,0,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,197,0,0,197,197,197,0,0,0.66,0,,,,,,,,,,,,
1.02,187,187,187,187,12.11471928,0.999957453,0,0,0,1,0,2,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,189,0,0,189,189,189,0,0,0.6196875,0,,,,,,,,,,,,
1.03,187,187,187,187,12.11414784,0.9999431,0,0,0,1,0,2,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,189,0,0,189,189,189,0,0,0.6203125,0,,,,,,,,,,,,
1.04,187,187,187,187,12.11357694,0.999928747,0,0,0,1,0,2,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,189,0,0,189,189,189,0,0,0.6209375,0,,,,,,,,,,,,
1.05,187,187,187,187,12.11300657,0.999914395,0,0,0,1,0,2,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,189,0,0,189,189,189,0,0,0.6215625,0,,,,,,,,,,,,
1.06,187,187,187,187,12.11243673,0.999900042,0,0,0,1,0,2,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,189,0,0,189,189,189,0,0,0.6221875,0,,,,,,,,,,,,
1.07,188,188,188,188,12.10683158,0.999885689,0,0,0,1,0,2,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,190,0,0,190,190,190,0,0,0.6228125,0,,,,,,,,,,,,
1.08,188,188,188,188,12.10625684,0.999871187,0,0,0,1,0,2,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,190,0,0,190,190,190,0,0,0.6234375,0,,,,,,,,,,,,
1.09,188,188,188,188,12.10568265,0.999856685,0,0,0,1,0,2,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,190,0,0,190,190,190,0,0,0.6240625,0,,,,,,,,,,,,
1.1,188,188,188,188,12.10510899,0.999842182,0,0,0,1,0,2,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,190,0,0,190,190,190,0,0,0.6246875,0,,,,,,,,,,,,
1.11,170,170,170,170,12.18653116,0.99982768,0,0,0,1,0,2,0,0,0,0,0,,,,,0.010569278,0.325071931,-0.276125669,0,-0.325071931,0.276125669,-5.52251339,0,173,0,0,173,173,173,0,0,0.542937528,0,,,,,,,,,,,,
1.12,196,196,196,196,12.0680654,0.999815611,0,0,0,1,0,2,0,0,0,0,0,,,,,0.005284639,0.325071931,-0.276125669,0,-0.325071931,0.276125669,0,0,197,0,0,197,197,197,0,0,0.66,0,,,,,,,,,,,,
1.13,188,188,188,188,12.10344564,0.999800041,0,0,0,1,0,2,0,0,0,0,0,,,,,0.005284639,0.325071931,-0.276125669,0,-0.325071931,0.276125669,0,0,190,0,0,190,190,190,0,0,0.626328985,0,,,,,,,,,,,,
1.14,188,188,188,188,12.10287407,0.999785538,0,0,0,1,0,2,0,0,0,0,0,,,,,0.005284639,0.325071931,-0.276125669,0,-0.325071931,0.276125669,0,0,190,0,0,190,190,190,0,0,0.626953324,0,,,,,,,,,,,,
1.15,188,188,188,188,12.10230304,0.999771036,0,0,0,1,0,2,0,0,0,0,0,,,,,0.005284639,0.325071931,-0.276125669,0,-0.325071931,0.276125669,0,0,190,0,0,190,190,190,0,0,0.627577664,0,,,,,,,,,,,,
1.16,189,189,189,189,12.09667012,0.999756534,0,0,0,1,0,2,0,0,0,0,0,,,,,0.005284639,0.325071931,-0.276125669,0,-0.325071931,0.276125669,0,0,191,0,0,191,191,191,0,0,0.628202003,0,,,,,,,,,,,,
1.17,196,196,196,196,12.06516157,0.999741881,0,-1.52588E-05,0,1,0,2,0.020874023,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.325172508,0.276007221,0.002368973,0,197,0,0,197,197,197,0,0,0.66,0,,,,,,,,,,,,
1.18,189,189,189,189,12.09548209,0.999726311,0.010742188,-0.002670288,0,1,0,2,0.049804688,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.325311832,0.275842995,0.003284525,0,191,0,0,191,191,191,0,0,0.629682876,-0.000119358,,,,,,,,,,,,
1.19,190,190,190,190,12.09490725,0.999711658,-0.004043579,-9.15527E-05,0,1,0,2,0.035827637,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.325244532,0.275922345,-0.001587003,0,191,0,0,191,191,191,0,0,0.630307876,4.49287E-05,,,,,,,,,,,,
1.2,190,190,190,190,12.09433294,0.999697006,-0.004043579,-9.15527E-05,0,1,0,2,0.035827637,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.325244532,0.275922345,0,0,191,0,0,191,191,191,0,0,0.630932876,4.49287E-05,,,,,,,,,,,,
1.21,190,190,190,190,12.09375916,0.999682353,-0.004043579,-9.15527E-05,0,1,0,2,0.035827637,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.325244532,0.275922345,0,0,191,0,0,191,191,191,0,0,0.631557876,4.49287E-05,,,,,,,,,,,,
1.22,190,190,190,190,12.09318593,0.999667701,0.000808716,0.000198364,0,1,0,2,0.035644531,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.32524365,0.275923384,-2.07883E-05,0,191,0,0,191,191,191,0,0,0.632182876,-8.98573E-06,,,,,,,,,,,,
1.23,190,190,190,190,12.09261323,0.999653049,0.000808716,0.000198364,0,1,0,2,0.035644531,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.32524365,0.275923384,0,0,191,0,0,191,191,191,0,0,0.632807876,-8.98573E-06,,,,,,,,,,,,
1.24,191,191,191,191,12.08695207,0.999638396,-4.57764E-05,1.52588E-05,0,1,0,2,0.035644531,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.32524365,0.275923384,0,0,192,0,0,192,192,192,0,0,0.633432876,5.08626E-07,,,,,,,,,,,,
1.25,191,191,191,191,12.08637441,0.999623593,-6.10352E-05,-3.05176E-05,0,1,0,2,0.035644531,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.32524365,0.275923384,0,0,192,0,0,192,192,192,0,0,0.634057876,6.78168E-07,,,,,,,,,,,,
1.26,191,191,191,191,12.08579729,0.999608789,-6.10352E-05,-3.05176E-05,0,1,0,2,0.035644531,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.32524365,0.275923384,0,0,192,0,0,192,192,192,0,0,0.634682876,6.78168E-07,,,,,,,,,,,,
1.27,191,191,191,191,12.08522072,0.999593985,4.57764E-05,-1.52588E-05,0,1,0,2,0.035644531,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.32524365,0.275923384,0,0,192,0,0,192,192,192,0,0,0.635307876,-5.08626E-07,,,,,,,,,,,,
1.28,191,191,191,191,12.08464468,0.999579182,4.57764E-05,-1.52588E-05,0,1,0,2,0.035644531,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.32524365,0.275923384,0,0,192,0,0,192,192,192,0,0,0.635932876,-5.08626E-07,,,,,,,,,,,,
1.29,191,191,191,191,12.08406918,0.999564378,4.57764E-05,0,0,1,0,2,0.035644531,0,0,0,0,,,,,-0.005284639,0.325071931,-0.276125669,0,-0.32524365,0.275923384,0,0,192,0,0,192,192,192,0,0,0.636557876,-5.08626E-07,,,,,,,,,,,,
