Time,M1_RR,M2_RL,M3_FR,M4_FL,V_Batt,Pitch,Roll,Altitude
0.55,217.6667,215.2222,210.4444,211.4444,10.059,-0.2481,0.5802,0.2589
0.56,212.3333,209.7778,205.5556,206.5556,10.0589,-0.2627,0.5754,0.2589
0.57,207,204.3333,200.6667,201.6667,10.0588,-0.2812,0.5697,0.2589
0.58,201.6667,198.8889,195.7778,196.7778,10.0586,-0.3028,0.563,0.2589
0.59,196.3333,193.4444,190.8889,191.8889,10.0585,-0.3268,0.5551,0.2537
0.6,191,188,186,187,10.0584,-0.3526,0.546,0.2537
0.61,193,191,184,185,10.0584,-0.3794,0.5358,0.2537
0.62,192.3333,190.3333,184.2222,185.2222,10.0583,-0.4066,0.5242,0.2537
0.63,191.6667,189.6667,184.4444,185.4444,10.0582,-0.4337,0.5112,0.2484
0.64,191,189,184.6667,185.6667,10.0582,-0.4599,0.4968,0.2484
0.65,190.3333,188.3333,184.8889,185.8889,10.0581,-0.4918,0.4818,0.2484
0.66,189.6667,187.6667,185.1111,186.1111,10.0581,-0.5281,0.466,0.2431
0.67,189,187,185.3333,186.3333,10.058,-0.5674,0.4495,0.2431
0.68,188.3333,186.3333,185.5556,186.5556,10.058,-0.6086,0.4324,0.2431
0.69,187.6667,185.6667,185.7778,186.7778,10.0579,-0.6504,0.4145,0.2405
0.7,187,185,186,187,10.0579,-0.6914,0.3959,0.2405
0.71,235,237,234,233,10.0581,-0.7305,0.3767,0.2405
0.72,229.5556,231.7778,228.6667,227.4444,10.0579,-0.7664,0.3567,0.2352
0.73,224.1111,226.5556,223.3333,221.8889,10.0576,-0.7979,0.3361,0.2352
0.74,218.6667,221.3333,218,216.3333,10.0574,-0.8236,0.3148,0.2352
0.75,213.2222,216.1111,212.6667,210.7778,10.0572,-0.8463,0.2943,0.2352
0.76,207.7778,210.8889,207.3333,205.2222,10.057,-0.8664,0.2746,0.2352
0.77,202.3333,205.6667,202,199.6667,10.0568,-0.8842,0.2557,0.2352
0.78,196.8889,200.4444,196.6667,194.1111,10.0566,-0.9001,0.2375,0.2352
0.79,191.4444,195.2222,191.3333,188.5556,10.0564,-0.9144,0.2201,0.2299
0.8,186,190,186,183,10.0562,-0.9274,0.2034,0.2299
0.81,235,237,235,231,10.0562,-0.9395,0.1874,0.2299
0.82,229.3333,231.6667,230,225.8889,10.0562,-0.951,0.1722,0.2299
0.83,223.6667,226.3333,225,220.7778,10.0562,-0.9622,0.1576,0.2299
0.84,218,221,220,215.6667,10.0562,-0.9733,0.1437,0.2299
0.85,212.3333,215.6667,215,210.5556,10.0562,-0.9822,0.1281,0.2299
0.86,206.6667,210.3333,210,205.4444,10.0563,-0.9884,0.1109,0.2299
0.87,201,205,205,200.3333,10.0563,-0.9914,0.0924,0.2299
0.88,195.3333,199.6667,200,195.2222,10.0563,-0.9905,0.0729,0.2299
0.89,189.6667,194.3333,195,190.1111,10.0563,-0.9854,0.0522,0.2299
0.9,184,189,190,185,10.0563,-0.9754,0.0309,0.2352
0.91,123,129,125,119,10.0565,-0.9603,0.009,0.2352
0.92,130.4444,135.3333,131.4444,126.5556,10.0564,-0.9395,-0.0133,0.2352
0.93,137.8889,141.6667,137.8889,134.1111,10.0563,-0.9126,-0.0359,0.2352
0.94,145.3333,148,144.3333,141.6667,10.0562,-0.8792,-0.0587,0.2405
0.95,152.7778,154.3333,150.7778,149.2222,10.056,-0.8474,-0.0814,0.2405
0.96,160.2222,160.6667,157.2222,156.7778,10.0559,-0.817,-0.1042,0.2405
0.97,167.6667,167,163.6667,164.3333,10.0558,-0.7878,-0.127,0.2431
0.98,175.1111,173.3333,170.1111,171.8889,10.0557,-0.7595,-0.1498,0.2431
0.99,182.5556,179.6667,176.5556,179.4444,10.0556,-0.732,-0.1726,0.2431
1,190,186,183,187,10.0555,-0.7048,-0.1954,0.2431
1.01,129,123,119,125,10.0554,-0.6779,-0.2183,0.2484
1.02,141.5556,135.3333,131,137.3333,10.0555,-0.6508,-0.2411,0.2484
1.03,154.1111,147.6667,143,149.6667,10.0556,-0.6232,-0.2639,0.2484
1.04,166.6667,160,155,162,10.0557,-0.595,-0.2866,0.2484
1.05,179.2222,172.3333,167,174.3333,10.0558,-0.5683,-0.3093,0.2537
1.06,191.7778,184.6667,179,186.6667,10.0559,-0.5433,-0.3319,0.2537
1.07,204.3333,197,191,199,10.056,-0.5204,-0.3543,0.2537
1.08,216.8889,209.3333,203,211.3333,10.056,-0.4996,-0.3765,0.2537
1.09,229.4444,221.6667,215,223.6667,10.0561,-0.4812,-0.3984,0.2537
1.1,242,234,227,236,10.0562,-0.4655,-0.4198,0.2537
1.11,195,185,181,192,10.0552,-0.4527,-0.4408,0.2537
1.12,188.3333,178.5556,174.4444,185.2222,10.0549,-0.443,-0.461,0.2589
1.13,181.6667,172.1111,167.8889,178.4444,10.0546,-0.4367,-0.4805,0.2589
1.14,175,165.6667,161.3333,171.6667,10.0543,-0.4342,-0.4991,0.2589
1.15,168.3333,159.2222,154.7778,164.8889,10.0541,-0.4316,-0.5169,0.2589
1.16,161.6667,152.7778,148.2222,158.1111,10.0538,-0.4292,-0.5339,0.2589
1.17,155,146.3333,141.6667,151.3333,10.0535,-0.4272,-0.5501,0.2589
1.18,148.3333,139.8889,135.1111,144.5556,10.0532,-0.4261,-0.5656,0.2589
1.19,141.6667,133.4444,128.5556,137.7778,10.053,-0.4259,-0.5804,0.2589
1.2,135,127,122,131,10.0527,-0.427,-0.5945,0.2589
1.21,196,189,181,189,10.0532,-0.4296,-0.6079,0.2589
1.22,195.3333,189.2222,181.6667,188.6667,10.0531,-0.4339,-0.6207,0.2537
1.23,194.6667,189.4444,182.3333,188.3333,10.053,-0.4401,-0.6329,0.2537
1.24,194,189.6667,183,188,10.053,-0.4484,-0.6446,0.2537
1.25,193.3333,189.8889,183.6667,187.6667,10.0529,-0.4623,-0.6555,0.2537
1.26,192.6667,190.1111,184.3333,187.3333,10.0528,-0.4812,-0.6658,0.2537
1.27,192,190.3333,185,187,10.0527,-0.5047,-0.6755,0.2484
1.28,191.3333,190.5556,185.6667,186.6667,10.0526,-0.5321,-0.6847,0.2484
1.29,190.6667,190.7778,186.3333,186.3333,10.0526,-0.5629,-0.6935,0.2484
1.3,190,191,187,186,10.0525,-0.5966,-0.702,0.2431
1.31,187,193,190,184,10.0525,-0.6325,-0.7102,0.2431
1.32,186.2222,192.8889,190.3333,183.6667,10.0523,-0.6702,-0.7182,0.2431
1.33,185.4444,192.7778,190.6667,183.3333,10.0522,-0.709,-0.7262,0.2405
1.34,184.6667,192.6667,191,183,10.0521,-0.7484,-0.7342,0.2405
1.35,183.8889,192.5556,191.3333,182.6667,10.052,-0.7871,-0.7423,0.2405
1.36,183.1111,192.4444,191.6667,182.3333,10.0519,-0.8242,-0.7504,0.2352
1.37,182.3333,192.3333,192,182,10.0518,-0.8594,-0.7587,0.2352
1.38,181.5556,192.2222,192.3333,181.6667,10.0517,-0.8918,-0.767,0.2352
1.39,180.7778,192.1111,192.6667,181.3333,10.0515,-0.9208,-0.7755,0.2352
1.4,180,192,193,181,10.0514,-0.946,-0.7842,0.2352
1.41,233,240,236,230,10.0515,-0.9665,-0.7931,0.2299
1.42,204,212.8571,208.5714,200.4286,10.0513,-0.9818,-0.8022,0.2299
1.43,175,185.7143,181.1429,170.8571,10.0511,-0.9914,-0.8115,0.2299
1.44,199.8704,209.8862,205.8532,196.5635,10.0508,-0.9944,-0.8212,0.2299
1.45,201.9852,212.036,207.4968,198.2698,10.0506,-0.9962,-0.83,0.2299
1.46,204.1,214.1857,209.1405,199.9762,10.0503,-0.998,-0.8384,0.2299
1.47,206.2148,216.3354,210.7841,201.6825,10.0501,-1.0012,-0.8466,0.2299
1.48,208.3296,218.4852,212.4278,203.3889,10.0499,-1.0042,-0.8544,0.2299
1.49,234,239,235,232,10.0509,-1.0076,-0.8616,0.2299
1.5,221.5556,226.8889,223.4444,220,10.0506,-1.0121,-0.8682,0.2299
1.51,209.1111,214.7778,211.8889,208,10.0504,-1.0184,-0.8741,0.2299
1.52,196.6667,202.6667,200.3333,196,10.0501,-1.0272,-0.8791,0.2299
1.53,184.2222,190.5556,188.7778,184,10.0499,-1.0338,-0.8826,0.2299
1.54,171.7778,178.4444,177.2222,172,10.0497,-1.0378,-0.8846,0.2299
1.55,159.3333,166.3333,165.6667,160,10.0494,-1.0388,-0.8853,0.2299
1.56,146.8889,154.2222,154.1111,148,10.0492,-1.0366,-0.8849,0.2299
1.57,134.4444,142.1111,142.5556,136,10.049,-1.0307,-0.8834,0.2299
1.58,122,130,131,124,10.0487,-1.021,-0.8811,0.2352
1.59,123,130,127,119,10.0494,-1.0071,-0.878,0.2352
1.6,130.4444,136.7778,133.8889,126.5556,10.0493,-0.9891,-0.8744,0.2352
1.61,137.8889,143.5556,140.7778,134.1111,10.0492,-0.9667,-0.8702,0.2352
1.62,145.3333,150.3333,147.6667,141.6667,10.049,-0.9399,-0.8656,0.2352
1.63,152.7778,157.1111,154.5556,149.2222,10.0489,-0.9141,-0.8616,0.2405
1.64,160.2222,163.8889,161.4444,156.7778,10.0488,-0.8891,-0.8582,0.2405
1.65,167.6667,170.6667,168.3333,164.3333,10.0486,-0.8646,-0.8555,0.2405
1.66,175.1111,177.4444,175.2222,171.8889,10.0485,-0.8405,-0.8533,0.2405
1.67,182.5556,184.2222,182.1111,179.4444,10.0484,-0.8164,-0.8518,0.2431
1.68,190,191,189,187,10.0482,-0.792,-0.851,0.2431
1.69,130,127,123,128,10.0482,-0.7672,-0.8509,0.2431
1.7,136.8889,133.7778,129.8889,134.8889,10.048,-0.7414,-0.8515,0.2431
1.71,143.7778,140.5556,136.7778,141.7778,10.0479,-0.7145,-0.8529,0.2484
1.72,150.6667,147.3333,143.6667,148.6667,10.0478,-0.6861,-0.8549,0.2484
1.73,157.5556,154.1111,150.5556,155.5556,10.0477,-0.658,-0.8559,0.2484
1.74,164.4444,160.8889,157.4444,162.4444,10.0475,-0.6303,-0.8557,0.2484
1.75,171.3333,167.6667,164.3333,169.3333,10.0474,-0.6026,-0.8545,0.2537
1.76,178.2222,174.4444,171.2222,176.2222,10.0473,-0.5749,-0.8522,0.2537
1.77,185.1111,181.2222,178.1111,183.1111,10.0471,-0.5468,-0.849,0.2537
1.78,192,188,185,190,10.047,-0.5182,-0.8448,0.2537
1.79,131,131,123,122,10.047,-0.4888,-0.8396,0.2589
1.8,130.7778,130.7778,123.2222,122.3333,10.047,-0.4584,-0.8336,0.2589
1.81,130.5556,130.5556,123.4444,122.6667,10.047,-0.4267,-0.8268,0.2589
1.82,130.3333,130.3333,123.6667,123,10.0469,-0.3935,-0.8191,0.2642
1.83,130.1111,130.1111,123.8889,123.3333,10.0469,-0.3668,-0.8121,0.2642
1.84,129.8889,129.8889,124.1111,123.6667,10.0469,-0.346,-0.8055,0.2642
1.85,129.6667,129.6667,124.3333,124,10.0469,-0.3305,-0.7993,0.2642
1.86,129.4444,129.4444,124.5556,124.3333,10.0468,-0.3198,-0.7934,0.2642
1.87,129.2222,129.2222,124.7778,124.6667,10.0468,-0.3135,-0.7879,0.2642
1.88,129,129,125,125,10.0468,-0.3108,-0.7826,0.2642
1.89,191,186,183,188,10.0475,-0.3113,-0.7774,0.2642
1.9,175.3333,169.5556,166.2222,172,10.0472,-0.3145,-0.7724,0.2642
1.91,159.6667,153.1111,149.4444,156,10.047,-0.3198,-0.7675,0.2642
1.92,144,136.6667,132.6667,140,10.0467,-0.3266,-0.7625,0.2642
1.93,128.3333,120.2222,115.8889,124,10.0465,-0.3326,-0.7575,0.2589
1.94,112.6667,103.7778,99.1111,108,10.0462,-0.3388,-0.7524,0.2589
1.95,97,87.3333,82.3333,92,10.046,-0.3457,-0.7473,0.2589
1.96,81.3333,70.8889,65.5556,76,10.0457,-0.354,-0.7422,0.2589
1.97,65.6667,54.4444,48.7778,60,10.0455,-0.3643,-0.737,0.2589
1.98,50,38,32,44,10.0452,-0.377,-0.7318,0.2589
1.99,237,235,233,234,10.0461,-0.3924,-0.7267,0.2589
2,237,235,233,234,10.0461,-0.4107,-0.7215,0.2537
2.01,237,235,233,234,10.0461,-0.4321,-0.7164,0.2537
2.02,237,235,233,234,10.046,-0.4565,-0.7114,0.2537
2.03,237,235,233,234,10.046,-0.4779,-0.7073,0.2537
2.04,237,235,233,234,10.046,-0.4963,-0.7039,0.2537
2.05,237,235,233,234,10.046,-0.5118,-0.7014,0.2537
2.06,237,235,233,234,10.0459,-0.5242,-0.6997,0.2537
2.07,237,235,233,234,10.0459,-0.5336,-0.6988,0.2537
2.08,237,235,233,234,10.0459,-0.5401,-0.6987,0.2537
2.09,127,131,128,123,10.0448,-0.5435,-0.6994,0.2537
2.1,138.7778,142.7778,140.2222,135.3333,10.0448,-0.5439,-0.701,0.2537
2.11,150.5556,154.5556,152.4444,147.6667,10.0448,-0.5414,-0.7033,0.2537
2.12,162.3333,166.3333,164.6667,160,10.0448,-0.5358,-0.7065,0.2537
2.13,174.1111,178.1111,176.8889,172.3333,10.0448,-0.5313,-0.7103,0.2537
2.14,185.8889,189.8889,189.1111,184.6667,10.0448,-0.5269,-0.7146,0.2537
2.15,197.6667,201.6667,201.3333,197,10.0447,-0.522,-0.7194,0.2537
2.16,209.4444,213.4444,213.5556,209.3333,10.0447,-0.5156,-0.7247,0.2537
2.17,221.2222,225.2222,225.7778,221.6667,10.0447,-0.5066,-0.7304,0.2537
2.18,233,237,238,234,10.0447,-0.494,-0.7366,0.2537
2.19,244.7778,248.7778,250.2222,246.3333,10.0435,-0.4767,-0.7431,0.2589
2.2,190.7778,194.3333,190.6667,187.6667,10.0435,-0.4531,-0.7498,0.2589
2.21,212.8889,215.6667,212.3333,210.3333,10.0435,-0.4222,-0.7567,0.2642
2.22,190.7778,194.3333,190.6667,187.6667,10.0434,-0.3823,-0.7638,0.2642
2.23,212.8889,215.6667,212.3333,210.3333,10.0434,-0.3319,-0.7708,0.2669
2.24,191.2889,193.8889,188.5111,186.8667,10.0434,-0.2812,-0.7776,0.2669
2.25,184.9111,187.2667,180.9333,179.6667,10.0434,-0.2289,-0.7837,0.2722
2.26,190.7778,194.3333,190.6667,187.6667,10.0434,-0.1763,-0.7895,0.2722
2.27,212.8889,215.6667,212.3333,210.3333,10.0433,-0.1222,-0.7947,0.2774
2.28,235,237,234,233,10.0433,-0.0699,-0.7992,0.2774
2.29,131,127,123,128,10.0423,-0.0209,-0.803,0.2827
2.3,142.8889,138.8889,135.1111,139.8889,10.0422,0.0284,-0.8064,0.2827
2.31,154.7778,150.7778,147.2222,151.7778,10.0421,0.0793,-0.8092,0.2854
2.32,166.6667,162.6667,159.3333,163.6667,10.042,0.1333,-0.8113,0.2854
2.33,178.5556,174.5556,171.4444,175.5556,10.0419,0.1862,-0.8127,0.2854
2.34,190.4444,186.4444,183.5556,187.4444,10.0418,0.2384,-0.8137,0.2907
2.35,202.3333,198.3333,195.6667,199.3333,10.0417,0.2903,-0.8143,0.2907
2.36,214.2222,210.2222,207.7778,211.2222,10.0416,0.3422,-0.8147,0.2959
2.37,226.1111,222.1111,219.8889,223.1111,10.0415,0.3944,-0.8149,0.2959
2.38,238,234,232,235,10.0414,0.4475,-0.8152,0.3012
2.39,194,189,185,190,10.0403,0.5019,-0.8157,0.3039
2.4,194.2222,189.1111,185.1111,190.2222,10.0403,0.5582,-0.8165,0.3039
2.41,194.4444,189.2222,185.2222,190.4444,10.0403,0.6168,-0.818,0.3092
2.42,194.6667,189.3333,185.3333,190.6667,10.0402,0.6785,-0.8202,0.3092
2.43,194.8889,189.4444,185.4444,190.8889,10.0402,0.7395,-0.8224,0.3144
2.44,195.1111,189.5556,185.5556,191.1111,10.0402,0.7999,-0.8245,0.3144
2.45,195.3333,189.6667,185.6667,191.3333,10.0401,0.8598,-0.8266,0.3197
2.46,195.5556,189.7778,185.7778,191.5556,10.0401,0.9191,-0.8286,0.3197
2.47,195.7778,189.8889,185.8889,191.7778,10.0401,0.9778,-0.8306,0.325
2.48,196,190,186,192,10.04,1.0358,-0.8326,0.3276
2.49,133,124,127,134,10.0399,1.0933,-0.8344,0.3276
2.5,133,124.6667,127,133.4444,10.0398,1.1503,-0.8363,0.3329
