Time,M1_RR,M2_RL,M3_FR,M4_FL,V_Batt,Pitch,Roll,Altitude
0.4000,184.3333,178.3333,174.2222,180.2222,10.0618,0.0823,0.8070,0.2722
0.4100,191.0000,185.0000,181.0000,187.0000,10.0618,0.0729,0.8103,0.2722
0.4200,239.0000,234.0000,231.0000,235.0000,10.0617,0.0613,0.8136,0.2722
0.4300,233.3333,228.7778,225.7778,229.4444,10.0614,0.0480,0.8170,0.2722
0.4400,227.6667,223.5556,220.5556,223.8889,10.0612,0.0333,0.8205,0.2722
0.4500,222.0000,218.3333,215.3333,218.3333,10.0610,0.0176,0.8241,0.2722
0.4600,216.3333,213.1111,210.1111,212.7778,10.0608,0.0041,0.8264,0.2722
0.4700,210.6667,207.8889,204.8889,207.2222,10.0605,-0.0074,0.8278,0.2722
0.4800,205.0000,202.6667,199.6667,201.6667,10.0603,-0.0170,0.8282,0.2722
0.4900,199.3333,197.4444,194.4444,196.1111,10.0601,-0.0248,0.8280,0.2669
0.5000,193.6667,192.2222,189.2222,190.5556,10.0598,-0.0310,0.8271,0.2669
0.5100,188.0000,187.0000,184.0000,185.0000,10.0596,-0.0355,0.8258,0.2669
0.5200,239.0000,237.0000,230.0000,231.0000,10.0595,-0.0385,0.8241,0.2669
0.5300,233.6667,231.5556,225.1111,226.1111,10.0594,-0.0402,0.8222,0.2669
0.5400,228.3333,226.1111,220.2222,221.2222,10.0593,-0.0405,0.8202,0.2669
0.5500,223.0000,220.6667,215.3333,216.3333,10.0591,-0.0396,0.8182,0.2669
0.5600,217.6667,215.2222,210.4444,211.4444,10.0590,-0.0468,0.8150,0.2669
0.5700,212.3333,209.7778,205.5556,206.5556,10.0589,-0.0609,0.8104,0.2669
0.5800,207.0000,204.3333,200.6667,201.6667,10.0588,-0.0807,0.8043,0.2669
0.5900,201.6667,198.8889,195.7778,196.7778,10.0586,-0.1053,0.7966,0.2642
0.6000,196.3333,193.4444,190.8889,191.8889,10.0585,-0.1333,0.7872,0.2642
0.6100,191.0000,188.0000,186.0000,187.0000,10.0584,-0.1639,0.7761,0.2642
0.6200,193.0000,191.0000,184.0000,185.0000,10.0584,-0.1960,0.7631,0.2589
0.6300,192.3333,190.3333,184.2222,185.2222,10.0583,-0.2287,0.7480,0.2589
0.6400,191.6667,189.6667,184.4444,185.4444,10.0582,-0.2610,0.7310,0.2589
0.6500,191.0000,189.0000,184.6667,185.6667,10.0582,-0.2919,0.7118,0.2537
0.6600,190.3333,188.3333,184.8889,185.8889,10.0581,-0.3314,0.6915,0.2537
0.6700,189.6667,187.6667,185.1111,186.1111,10.0581,-0.3773,0.6702,0.2484
0.6800,189.0000,187.0000,185.3333,186.3333,10.0580,-0.4279,0.6478,0.2484
0.6900,188.3333,186.3333,185.5556,186.5556,10.0580,-0.4812,0.6244,0.2431
0.7000,187.6667,185.6667,185.7778,186.7778,10.0579,-0.5352,0.5999,0.2431
0.7100,187.0000,185.0000,186.0000,187.0000,10.0579,-0.5881,0.5743,0.2431
0.7200,235.0000,237.0000,234.0000,233.0000,10.0581,-0.6380,0.5477,0.2405
0.7300,229.5556,231.7778,228.6667,227.4444,10.0579,-0.6829,0.5201,0.2405
0.7400,224.1111,226.5556,223.3333,221.8889,10.0576,-0.7209,0.4914,0.2405
0.7500,218.6667,221.3333,218.0000,216.3333,10.0574,-0.7502,0.4617,0.2405
0.7600,213.2222,216.1111,212.6667,210.7778,10.0572,-0.7749,0.4332,0.2352
0.7700,207.7778,210.8889,207.3333,205.2222,10.0570,-0.7954,0.4059,0.2352
0.7800,202.3333,205.6667,202.0000,199.6667,10.0568,-0.8123,0.3798,0.2352
0.7900,196.8889,200.4444,196.6667,194.1111,10.0566,-0.8263,0.3549,0.2352
0.8000,191.4444,195.2222,191.3333,188.5556,10.0564,-0.8377,0.3311,0.2352
0.8100,186.0000,190.0000,186.0000,183.0000,10.0562,-0.8471,0.3083,0.2352
0.8200,235.0000,237.0000,235.0000,231.0000,10.0562,-0.8551,0.2867,0.2352
0.8300,229.3333,231.6667,230.0000,225.8889,10.0562,-0.8619,0.2661,0.2352
0.8400,223.6667,226.3333,225.0000,220.7778,10.0562,-0.8682,0.2466,0.2352
0.8500,218.0000,221.0000,220.0000,215.6667,10.0562,-0.8744,0.2281,0.2352
0.8600,212.3333,215.6667,215.0000,210.5556,10.0562,-0.8771,0.2070,0.2352
0.8700,206.6667,210.3333,210.0000,205.4444,10.0563,-0.8756,0.1835,0.2352
0.8800,201.0000,205.0000,205.0000,200.3333,10.0563,-0.8690,0.1581,0.2352
0.8900,195.3333,199.6667,200.0000,195.2222,10.0563,-0.8565,0.1309,0.2405
0.9000,189.6667,194.3333,195.0000,190.1111,10.0563,-0.8374,0.1023,0.2405
0.9100,184.0000,189.0000,190.0000,185.0000,10.0563,-0.8110,0.0726,0.2405
0.9200,123.0000,129.0000,125.0000,119.0000,10.0565,-0.7766,0.0419,0.2431
0.9300,130.4444,135.3333,131.4444,126.5556,10.0564,-0.7335,0.0106,0.2484
0.9400,137.8889,141.6667,137.8889,134.1111,10.0563,-0.6811,-0.0211,0.2484
0.9500,145.3333,148.0000,144.3333,141.6667,10.0562,-0.6188,-0.0530,0.2537
0.9600,152.7778,154.3333,150.7778,149.2222,10.0560,-0.5589,-0.0850,0.2537
0.9700,160.2222,160.6667,157.2222,156.7778,10.0559,-0.5010,-0.1169,0.2589
0.9800,167.6667,167.0000,163.6667,164.3333,10.0558,-0.4448,-0.1489,0.2589
0.9900,175.1111,173.3333,170.1111,171.8889,10.0557,-0.3900,-0.1810,0.2642
1.0000,182.5556,179.6667,176.5556,179.4444,10.0556,-0.3362,-0.2130,0.2642
1.0100,190.0000,186.0000,183.0000,187.0000,10.0555,-0.2830,-0.2451,0.2669
1.0200,129.0000,123.0000,119.0000,125.0000,10.0554,-0.2300,-0.2771,0.2669
1.0300,141.5556,135.3333,131.0000,137.3333,10.0555,-0.1767,-0.3091,0.2722
1.0400,154.1111,147.6667,143.0000,149.6667,10.0556,-0.1227,-0.3411,0.2722
1.0500,166.6667,160.0000,155.0000,162.0000,10.0557,-0.0675,-0.3730,0.2774
1.0600,179.2222,172.3333,167.0000,174.3333,10.0558,-0.0146,-0.4049,0.2774
1.0700,191.7778,184.6667,179.0000,186.6667,10.0559,0.0356,-0.4366,0.2827
1.0800,204.3333,197.0000,191.0000,199.0000,10.0560,0.0830,-0.4680,0.2827
1.0900,216.8889,209.3333,203.0000,211.3333,10.0560,0.1271,-0.4991,0.2854
1.1000,229.4444,221.6667,215.0000,223.6667,10.0561,0.1676,-0.5297,0.2854
1.1100,242.0000,234.0000,227.0000,236.0000,10.0562,0.2042,-0.5597,0.2854
1.1200,195.0000,185.0000,181.0000,192.0000,10.0552,0.2366,-0.5888,0.2854
1.1300,188.3333,178.5556,174.4444,185.2222,10.0549,0.2642,-0.6169,0.2907
1.1400,181.6667,172.1111,167.8889,178.4444,10.0546,0.2867,-0.6439,0.2907
1.1500,175.0000,165.6667,161.3333,171.6667,10.0543,0.3038,-0.6695,0.2907
1.1600,168.3333,159.2222,154.7778,164.8889,10.0541,0.3210,-0.6939,0.2907
1.1700,161.6667,152.7778,148.2222,158.1111,10.0538,0.3381,-0.7170,0.2907
1.1800,155.0000,146.3333,141.6667,151.3333,10.0535,0.3545,-0.7390,0.2907
1.1900,148.3333,139.8889,135.1111,144.5556,10.0532,0.3698,-0.7599,0.2907
1.2000,141.6667,133.4444,128.5556,137.7778,10.0530,0.3835,-0.7798,0.2959
1.2100,135.0000,127.0000,122.0000,131.0000,10.0527,0.3955,-0.7985,0.2959
1.2200,196.0000,189.0000,181.0000,189.0000,10.0532,0.4053,-0.8163,0.2959
1.2300,195.3333,189.2222,181.6667,188.6667,10.0531,0.4125,-0.8331,0.2959
1.2400,194.6667,189.4444,182.3333,188.3333,10.0530,0.4170,-0.8490,0.2959
1.2500,194.0000,189.6667,183.0000,188.0000,10.0530,0.4183,-0.8641,0.2959
1.2600,193.3333,189.8889,183.6667,187.6667,10.0529,0.4112,-0.8780,0.2907
1.2700,192.6667,190.1111,184.3333,187.3333,10.0528,0.3965,-0.8910,0.2907
1.2800,192.0000,190.3333,185.0000,187.0000,10.0527,0.3751,-0.9031,0.2907
1.2900,191.3333,190.5556,185.6667,186.6667,10.0526,0.3478,-0.9144,0.2854
1.3000,190.6667,190.7778,186.3333,186.3333,10.0526,0.3154,-0.9252,0.2854
1.3100,190.0000,191.0000,187.0000,186.0000,10.0525,0.2788,-0.9354,0.2854
1.3200,187.0000,193.0000,190.0000,184.0000,10.0525,0.2389,-0.9452,0.2827
1.3300,186.2222,192.8889,190.3333,183.6667,10.0523,0.1964,-0.9548,0.2827
1.3400,185.4444,192.7778,190.6667,183.3333,10.0522,0.1522,-0.9643,0.2774
1.3500,184.6667,192.6667,191.0000,183.0000,10.0521,0.1071,-0.9738,0.2774
1.3600,183.8889,192.5556,191.3333,182.6667,10.0520,0.0634,-0.9834,0.2774
1.3700,183.1111,192.4444,191.6667,182.3333,10.0519,0.0220,-0.9931,0.2722
1.3800,182.3333,192.3333,192.0000,182.0000,10.0518,-0.0163,-1.0030,0.2722
1.3900,181.5556,192.2222,192.3333,181.6667,10.0517,-0.0503,-1.0130,0.2722
1.4000,180.7778,192.1111,192.6667,181.3333,10.0515,-0.0792,-1.0233,0.2722
1.4100,180.0000,192.0000,193.0000,181.0000,10.0514,-0.1020,-1.0339,0.2722
1.4200,233.0000,240.0000,236.0000,230.0000,10.0515,-0.1178,-1.0448,0.2722
1.4300,204.0000,212.8571,208.5714,200.4286,10.0513,-0.1256,-1.0560,0.2722
1.4400,175.0000,185.7143,181.1429,170.8571,10.0511,-0.1245,-1.0675,0.2722
1.4500,199.8704,209.8862,205.8532,196.5635,10.0508,-0.1135,-1.0795,0.2722
1.4600,201.9852,212.0360,207.4968,198.2698,10.0506,-0.1005,-1.0904,0.2722
1.4700,204.1000,214.1857,209.1405,199.9762,10.0503,-0.0875,-1.1006,0.2722
1.4800,206.2148,216.3354,210.7841,201.6825,10.0501,-0.0764,-1.1104,0.2722
1.4900,208.3296,218.4852,212.4278,203.3889,10.0499,-0.0649,-1.1196,0.2774
1.5000,234.0000,239.0000,235.0000,232.0000,10.0509,-0.0540,-1.1280,0.2774
1.5100,221.5556,226.8889,223.4444,220.0000,10.0506,-0.0446,-1.1354,0.2774
1.5200,209.1111,214.7778,211.8889,208.0000,10.0504,-0.0379,-1.1418,0.2774
1.5300,196.6667,202.6667,200.3333,196.0000,10.0501,-0.0348,-1.1469,0.2774
1.5400,184.2222,190.5556,188.7778,184.0000,10.0499,-0.0283,-1.1496,0.2774
1.5500,171.7778,178.4444,177.2222,172.0000,10.0497,-0.0177,-1.1501,0.2774
1.5600,159.3333,166.3333,165.6667,160.0000,10.0494,-0.0026,-1.1486,0.2774
1.5700,146.8889,154.2222,154.1111,148.0000,10.0492,0.0177,-1.1454,0.2827
1.5800,134.4444,142.1111,142.5556,136.0000,10.0490,0.0435,-1.1407,0.2827
1.5900,122.0000,130.0000,131.0000,124.0000,10.0487,0.0753,-1.1346,0.2827
1.6000,123.0000,130.0000,127.0000,119.0000,10.0494,0.1132,-1.1275,0.2854
1.6100,130.4444,136.7778,133.8889,126.5556,10.0493,0.1577,-1.1194,0.2854
1.6200,137.8889,143.5556,140.7778,134.1111,10.0492,0.2087,-1.1106,0.2907
1.6300,145.3333,150.3333,147.6667,141.6667,10.0490,0.2666,-1.1011,0.2907
