Time,M1_RR,M2_RL,M3_FR,M4_FL,V_Batt,Pitch,Roll,Altitude
3.8700,140.0000,126.0000,121.0000,135.0000,10.0270,18.6456,-1.6278,1.0992
3.8800,197.0000,191.0000,182.0000,189.0000,10.0276,18.6992,-1.6321,1.1045
3.8900,201.8889,195.6667,187.3333,194.3333,10.0277,18.7498,-1.6363,1.1045
3.9000,206.7778,200.3333,192.6667,199.6667,10.0277,18.7976,-1.6405,1.1071
3.9100,211.6667,205.0000,198.0000,205.0000,10.0278,18.8427,-1.6446,1.1071
3.9200,216.5556,209.6667,203.3333,210.3333,10.0278,18.8809,-1.6480,1.1071
3.9300,221.4444,214.3333,208.6667,215.6667,10.0279,18.9130,-1.6507,1.1071
3.9400,226.3333,219.0000,214.0000,221.0000,10.0280,18.9396,-1.6530,1.1124
3.9500,231.2222,223.6667,219.3333,226.3333,10.0280,18.9619,-1.6549,1.1124
3.9600,236.1111,228.3333,224.6667,231.6667,10.0281,18.9805,-1.6567,1.1124
3.9700,241.0000,233.0000,230.0000,237.0000,10.0282,18.9964,-1.6585,1.1124
3.9800,237.0000,238.0000,235.0000,233.0000,10.0272,19.0107,-1.6605,1.1124
3.9900,232.4444,233.0000,229.7778,228.4444,10.0271,19.0242,-1.6629,1.1124
4.0000,227.8889,228.0000,224.5556,223.8889,10.0269,19.0381,-1.6658,1.1124
4.0100,223.3333,223.0000,219.3333,219.3333,10.0267,19.0533,-1.6695,1.1177
4.0200,218.7778,218.0000,214.1111,214.7778,10.0266,19.0701,-1.6740,1.1177
4.0300,214.2222,213.0000,208.8889,210.2222,10.0264,19.0879,-1.6792,1.1177
4.0400,209.6667,208.0000,203.6667,205.6667,10.0263,19.1065,-1.6849,1.1177
4.0500,205.1111,203.0000,198.4444,201.1111,10.0261,19.1255,-1.6908,1.1177
4.0600,200.5556,198.0000,193.2222,196.5556,10.0259,19.1447,-1.6969,1.1177
4.0700,196.0000,193.0000,188.0000,192.0000,10.0258,19.1638,-1.7028,1.1230
4.0800,133.0000,134.0000,129.0000,127.0000,10.0259,19.1824,-1.7084,1.1230
4.0900,139.5556,140.6667,135.6667,133.6667,10.0259,19.2004,-1.7136,1.1230
4.1000,146.1111,147.3333,142.3333,140.3333,10.0258,19.2175,-1.7182,1.1230
4.1100,152.6667,154.0000,149.0000,147.0000,10.0257,19.2333,-1.7221,1.1230
4.1200,159.2222,160.6667,155.6667,153.6667,10.0257,19.2460,-1.7264,1.1230
4.1300,165.7778,167.3333,162.3333,160.3333,10.0256,19.2557,-1.7313,1.1230
4.1400,172.3333,174.0000,169.0000,167.0000,10.0255,19.2625,-1.7365,1.1230
4.1500,178.8889,180.6667,175.6667,173.6667,10.0255,19.2664,-1.7421,1.1230
4.1600,185.4444,187.3333,182.3333,180.3333,10.0254,19.2675,-1.7481,1.1230
4.1700,192.0000,194.0000,189.0000,187.0000,10.0253,19.2661,-1.7543,1.1230
4.1800,238.0000,236.0000,232.0000,235.0000,10.0253,19.2623,-1.7607,1.1230
4.1900,232.8889,231.3333,227.2222,229.6667,10.0253,19.2562,-1.7673,1.1230
4.2000,227.7778,226.6667,222.4444,224.3333,10.0254,19.2479,-1.7739,1.1230
4.2100,222.6667,222.0000,217.6667,219.0000,10.0254,19.2377,-1.7805,1.1230
4.2200,217.5556,217.3333,212.8889,213.6667,10.0255,19.2290,-1.7862,1.1230
4.2300,212.4444,212.6667,208.1111,208.3333,10.0255,19.2212,-1.7912,1.1230
4.2400,207.3333,208.0000,203.3333,203.0000,10.0256,19.2140,-1.7956,1.1230
4.2500,202.2222,203.3333,198.5556,197.6667,10.0256,19.2070,-1.7994,1.1230
4.2600,197.1111,198.6667,193.7778,192.3333,10.0257,19.1997,-1.8028,1.1230
4.2700,192.0000,194.0000,189.0000,187.0000,10.0257,19.1919,-1.8058,1.1177
4.2800,194.0000,192.0000,187.0000,189.0000,10.0256,19.1831,-1.8085,1.1177
4.2900,198.8889,197.0000,192.1111,194.1111,10.0255,19.1731,-1.8111,1.1177
4.3000,203.7778,202.0000,197.2222,199.2222,10.0254,19.1614,-1.8136,1.1177
4.3100,208.6667,207.0000,202.3333,204.3333,10.0253,19.1478,-1.8161,1.1177
4.3200,213.5556,212.0000,207.4444,209.4444,10.0251,19.1322,-1.8186,1.1177
4.3300,218.4444,217.0000,212.5556,214.5556,10.0250,19.1150,-1.8209,1.1177
4.3400,223.3333,222.0000,217.6667,219.6667,10.0249,19.0965,-1.8231,1.1124
4.3500,228.2222,227.0000,222.7778,224.7778,10.0248,19.0770,-1.8249,1.1124
4.3600,233.1111,232.0000,227.8889,229.8889,10.0246,19.0570,-1.8264,1.1124
4.3700,238.0000,237.0000,233.0000,235.0000,10.0245,19.0369,-1.8275,1.1124
4.3800,132.0000,129.0000,130.0000,133.0000,10.0235,19.0168,-1.8280,1.1124
4.3900,143.5556,140.7778,141.6667,144.4444,10.0235,18.9973,-1.8278,1.1124
4.4000,155.1111,152.5556,153.3333,155.8889,10.0235,18.9789,-1.8269,1.1071
4.4100,166.6667,164.3333,165.0000,167.3333,10.0235,18.9619,-1.8252,1.1071
4.4200,178.2222,176.1111,176.6667,178.7778,10.0235,18.9489,-1.8235,1.1071
4.4300,178.2222,176.1111,176.6667,178.7778,10.0235,18.9404,-1.8217,1.1071
4.4400,178.2222,176.1111,176.6667,178.7778,10.0235,18.9365,-1.8200,1.1071
4.4500,178.2222,176.1111,176.6667,178.7778,10.0235,18.9377,-1.8183,1.1071
4.4600,178.2222,176.1111,176.6667,178.7778,10.0235,18.9445,-1.8166,1.1124
4.4700,178.2222,176.1111,176.6667,178.7778,10.0235,18.9565,-1.8149,1.1124
4.4800,178.2222,176.1111,176.6667,178.7778,10.0235,18.9740,-1.8133,1.1124
4.4900,178.2222,176.1111,176.6667,178.7778,10.0235,18.9970,-1.8116,1.1124
4.5000,178.2222,176.1111,176.6667,178.7778,10.0235,19.0253,-1.8100,1.1177
4.5100,178.2222,176.1111,176.6667,178.7778,10.0235,19.0590,-1.8085,1.1177
4.5200,178.2222,176.1111,176.6667,178.7778,10.0235,19.0981,-1.8069,1.1230
4.5300,178.2222,176.1111,176.6667,178.7778,10.0235,19.1427,-1.8054,1.1230
4.5400,178.2222,176.1111,176.6667,178.7778,10.0235,19.1928,-1.8039,1.1256
4.5500,178.2222,176.1111,176.6667,178.7778,10.0235,19.2482,-1.8024,1.1256
4.5600,178.2222,176.1111,176.6667,178.7778,10.0235,19.3090,-1.8009,1.1309
4.5700,178.2222,176.1111,176.6667,178.7778,10.0235,19.3752,-1.7995,1.1362
4.5800,178.2222,176.1111,176.6667,178.7778,10.0235,19.4469,-1.7981,1.1362
4.5900,178.2222,176.1111,176.6667,178.7778,10.0235,19.5241,-1.7967,1.1415
4.6000,178.2222,176.1111,176.6667,178.7778,10.0235,19.6066,-1.7953,1.1468
4.6100,178.2222,176.1111,176.6667,178.7778,10.0235,19.6945,-1.7940,1.1494
4.6200,178.2222,176.1111,176.6667,178.7778,10.0235,19.7878,-1.7927,1.1547
4.6300,178.2222,176.1111,176.6667,178.7778,10.0235,19.8866,-1.7914,1.1600
4.6400,178.2222,176.1111,176.6667,178.7778,10.0235,19.9907,-1.7901,1.1653
4.6500,178.2222,176.1111,176.6667,178.7778,10.0235,20.1003,-1.7889,1.1679
4.6600,178.2222,176.1111,176.6667,178.7778,10.0235,20.2154,-1.7878,1.1732
4.6700,178.2222,176.1111,176.6667,178.7778,10.0235,20.3358,-1.7866,1.1785
4.6800,178.2222,176.1111,176.6667,178.7778,10.0235,20.4617,-1.7855,1.1890
4.6900,178.2222,176.1111,176.6667,178.7778,10.0235,20.5930,-1.7844,1.1917
4.7000,178.2222,176.1111,176.6667,178.7778,10.0235,20.7296,-1.7834,1.1970
4.7100,178.2222,176.1111,176.6667,178.7778,10.0235,20.8718,-1.7823,1.2075
4.7200,178.2222,176.1111,176.6667,178.7778,10.0235,21.0193,-1.7814,1.2102
4.7300,178.2222,176.1111,176.6667,178.7778,10.0235,21.1722,-1.7805,1.2208
4.7400,178.2222,176.1111,176.6667,178.7778,10.0235,21.3306,-1.7796,1.2260
4.7500,178.2222,176.1111,176.6667,178.7778,10.0235,21.4944,-1.7787,1.2340
4.7600,178.2222,176.1111,176.6667,178.7778,10.0235,21.6636,-1.7780,1.2392
4.7700,178.2222,176.1111,176.6667,178.7778,10.0235,21.8383,-1.7772,1.2498
4.7800,178.2222,176.1111,176.6667,178.7778,10.0235,22.0183,-1.7765,1.2577
4.7900,178.2222,176.1111,176.6667,178.7778,10.0235,22.2037,-1.7759,1.2630
4.8000,178.2222,176.1111,176.6667,178.7778,10.0235,22.3947,-1.7753,1.2736
4.8100,178.2222,176.1111,176.6667,178.7778,10.0235,22.5909,-1.7747,1.2815
4.8200,178.2222,176.1111,176.6667,178.7778,10.0235,22.7927,-1.7742,1.2921
4.8300,178.2222,176.1111,176.6667,178.7778,10.0235,22.9998,-1.7738,1.3000
4.8400,178.2222,176.1111,176.6667,178.7778,10.0235,23.2124,-1.7735,1.3106
4.8500,178.2222,176.1111,176.6667,178.7778,10.0235,23.4303,-1.7732,1.3185
4.8600,178.2222,176.1111,176.6667,178.7778,10.0235,23.6538,-1.7729,1.3291
4.8700,178.2222,176.1111,176.6667,178.7778,10.0235,23.8826,-1.7728,1.3370
4.8800,178.2222,176.1111,176.6667,178.7778,10.0235,24.1168,-1.7727,1.3476
4.8900,178.2222,176.1111,176.6667,178.7778,10.0235,24.3565,-1.7727,1.3608
4.9000,178.2222,176.1111,176.6667,178.7778,10.0235,24.6015,-1.7728,1.3714
4.9100,178.2222,176.1111,176.6667,178.7778,10.0235,24.8520,-1.7729,1.3793
4.9200,178.2222,176.1111,176.6667,178.7778,10.0235,25.1079,-1.7731,1.3951
4.9300,178.2222,176.1111,176.6667,178.7778,10.0235,25.3693,-1.7735,1.4031
4.9400,178.2222,176.1111,176.6667,178.7778,10.0235,25.6360,-1.7739,1.4136
4.9500,178.2222,176.1111,176.6667,178.7778,10.0235,25.9081,-1.7744,1.4269
4.9600,178.2222,176.1111,176.6667,178.7778,10.0235,26.1857,-1.7749,1.4374
4.9700,178.2222,176.1111,176.6667,178.7778,10.0235,26.4687,-1.7757,1.4506
4.9800,178.2222,176.1111,176.6667,178.7778,10.0235,26.7571,-1.7764,1.4638
4.9900,178.2222,176.1111,176.6667,178.7778,10.0235,27.0510,-1.7773,1.4744
5.0000,178.2222,176.1111,176.6667,178.7778,10.0235,27.3502,-1.7784,1.4876
5.0100,178.2222,176.1111,176.6667,178.7778,10.0235,27.6549,-1.7795,1.5035
5.0200,178.2222,176.1111,176.6667,178.7778,10.0235,27.9650,-1.7807,1.5114
5.0300,178.2222,176.1111,176.6667,178.7778,10.0235,28.2805,-1.7821,1.5246
5.0400,178.2222,176.1111,176.6667,178.7778,10.0235,28.6014,-1.7836,1.5405
5.0500,178.2222,176.1111,176.6667,178.7778,10.0235,28.9278,-1.7853,1.5537
5.0600,178.2222,176.1111,176.6667,178.7778,10.0235,29.2595,-1.7870,1.5669
5.0700,178.2222,176.1111,176.6667,178.7778,10.0235,29.5967,-1.7890,1.5827
5.0800,178.2222,176.1111,176.6667,178.7778,10.0235,29.9393,-1.7910,1.5960
5.0900,178.2222,176.1111,176.6667,178.7778,10.0235,30.2873,-1.7933,1.6092
5.1000,178.2222,176.1111,176.6667,178.7778,10.0235,30.6408,-1.7957,1.6250
5.1100,178.2222,176.1111,176.6667,178.7778,10.0235,30.9996,-1.7982,1.6382
5.1200,178.2222,176.1111,176.6667,178.7778,10.0235,31.3639,-1.8009,1.6515
5.1300,178.2222,176.1111,176.6667,178.7778,10.0235,31.7336,-1.8038,1.6726
5.1400,178.2222,176.1111,176.6667,178.7778,10.0235,32.1087,-1.8069,1.6858
5.1500,178.2222,176.1111,176.6667,178.7778,10.0235,32.4892,-1.8102,1.6990
5.1600,178.2222,176.1111,176.6667,178.7778,10.0235,32.8752,-1.8137,1.7149
5.1700,178.2222,176.1111,176.6667,178.7778,10.0235,33.2665,-1.8174,1.7334
5.1800,178.2222,176.1111,176.6667,178.7778,10.0235,33.6633,-1.8213,1.7466
5.1900,178.2222,176.1111,176.6667,178.7778,10.0235,34.0655,-1.8255,1.7651
5.2000,178.2222,176.1111,176.6667,178.7778,10.0235,34.4731,-1.8298,1.7783
5.2100,178.2222,176.1111,176.6667,178.7778,10.0235,34.8862,-1.8344,1.7941
5.2200,178.2222,176.1111,176.6667,178.7778,10.0235,35.3046,-1.8393,1.8126
5.2300,178.2222,176.1111,176.6667,178.7778,10.0235,35.7285,-1.8444,1.8258
5.2400,178.2222,176.1111,176.6667,178.7778,10.0235,36.1578,-1.8498,1.8443
5.2500,178.2222,176.1111,176.6667,178.7778,10.0235,36.5925,-1.8555,1.8602
5.2600,178.2222,176.1111,176.6667,178.7778,10.0235,37.0326,-1.8615,1.8787
5.2700,178.2222,176.1111,176.6667,178.7778,10.0235,37.4781,-1.8677,1.8972
5.2800,178.2222,176.1111,176.6667,178.7778,10.0235,37.9291,-1.8743,1.9104
5.2900,178.2222,176.1111,176.6667,178.7778,10.0235,38.3854,-1.8813,1.9289
5.3000,178.2222,176.1111,176.6667,178.7778,10.0235,38.8472,-1.8885,1.9474
5.3100,178.2222,176.1111,176.6667,178.7778,10.0235,39.3144,-1.8962,1.9632
5.3200,178.2222,176.1111,176.6667,178.7778,10.0235,39.7871,-1.9042,1.9817
5.3300,178.2222,176.1111,176.6667,178.7778,10.0235,40.2651,-1.9126,2.0002
5.3400,178.2222,176.1111,176.6667,178.7778,10.0235,40.7485,-1.9214,2.0187
5.3500,178.2222,176.1111,176.6667,178.7778,10.0235,41.2374,-1.9306,2.0319
5.3600,178.2222,176.1111,176.6667,178.7778,10.0235,41.7317,-1.9403,2.0504
5.3700,178.2222,176.1111,176.6667,178.7778,10.0235,42.2314,-1.9505,2.0716
5.3800,178.2222,176.1111,176.6667,178.7778,10.0235,42.7365,-1.9611,2.0901
5.3900,178.2222,176.1111,176.6667,178.7778,10.0235,43.2470,-1.9723,2.1086
5.4000,178.2222,176.1111,176.6667,178.7778,10.0235,43.7629,-1.9839,2.1271
5.4100,178.2222,176.1111,176.6667,178.7778,10.0235,44.2843,-1.9962,2.1403
5.4200,178.2222,176.1111,176.6667,178.7778,10.0235,44.8111,-2.0090,2.1588
5.4300,178.2222,176.1111,176.6667,178.7778,10.0235,45.3433,-2.0224,2.1773
5.4400,178.2222,176.1111,176.6667,178.7778,10.0235,45.8809,-2.0365,2.1984
5.4500,178.2222,176.1111,176.6667,178.7778,10.0235,46.4239,-2.0513,2.2169
5.4600,178.2222,176.1111,176.6667,178.7778,10.0235,46.9723,-2.0667,2.2354
5.4700,178.2222,176.1111,176.6667,178.7778,10.0235,47.5261,-2.0829,2.2539
5.4800,178.2222,176.1111,176.6667,178.7778,10.0235,48.0854,-2.0999,2.2724
5.4900,178.2222,176.1111,176.6667,178.7778,10.0235,48.6500,-2.1178,2.2909
5.5000,178.2222,176.1111,176.6667,178.7778,10.0235,49.2201,-2.1365,2.3041
5.5100,178.2222,176.1111,176.6667,178.7778,10.0235,49.7956,-2.1561,2.3252
5.5200,178.2222,176.1111,176.6667,178.7778,10.0235,50.3765,-2.1767,2.3437
5.5300,178.2222,176.1111,176.6667,178.7778,10.0235,50.9627,-2.1983,2.3622
5.5400,178.2222,176.1111,176.6667,178.7778,10.0235,51.5545,-2.2210,2.3807
5.5500,178.2222,176.1111,176.6667,178.7778,10.0235,52.1516,-2.2449,2.3992
5.5600,178.2222,176.1111,176.6667,178.7778,10.0235,52.7541,-2.2699,2.4177
5.5700,178.2222,176.1111,176.6667,178.7778,10.0235,53.3620,-2.2963,2.4362
5.5800,178.2222,176.1111,176.6667,178.7778,10.0235,53.9754,-2.3241,2.4521
5.5900,178.2222,176.1111,176.6667,178.7778,10.0235,54.5941,-2.3533,2.4706
5.6000,178.2222,176.1111,176.6667,178.7778,10.0235,55.2183,-2.3840,2.4891
5.6100,178.2222,176.1111,176.6667,178.7778,10.0235,55.8478,-2.4165,2.5076
5.6200,178.2222,176.1111,176.6667,178.7778,10.0235,56.4827,-2.4507,2.5208
5.6300,178.2222,176.1111,176.6667,178.7778,10.0235,57.1231,-2.4868,2.5393
5.6400,178.2222,176.1111,176.6667,178.7778,10.0235,57.7688,-2.5249,2.5578
5.6500,178.2222,176.1111,176.6667,178.7778,10.0235,58.4199,-2.5653,2.5763
5.6600,178.2222,176.1111,176.6667,178.7778,10.0235,59.0765,-2.6080,2.5921
5.6700,178.2222,176.1111,176.6667,178.7778,10.0235,59.7384,-2.6532,2.6106
5.6800,178.2222,176.1111,176.6667,178.7778,10.0235,60.4057,-2.7011,2.6238
5.6900,178.2222,176.1111,176.6667,178.7778,10.0235,61.0784,-2.7520,2.6423
5.7000,178.2222,176.1111,176.6667,178.7778,10.0235,61.7565,-2.8061,2.6582
5.7100,178.2222,176.1111,176.6667,178.7778,10.0235,62.4400,-2.8636,2.6767
5.7200,178.2222,176.1111,176.6667,178.7778,10.0235,63.1289,-2.9249,2.6899
5.7300,178.2222,176.1111,176.6667,178.7778,10.0235,63.8231,-2.9903,2.7084
5.7400,178.2222,176.1111,176.6667,178.7778,10.0235,64.5227,-3.0602,2.7242
5.7500,178.2222,176.1111,176.6667,178.7778,10.0235,65.2277,-3.1350,2.7374
5.7600,178.2222,176.1111,176.6667,178.7778,10.0235,65.9380,-3.2153,2.7559
5.7700,178.2222,176.1111,176.6667,178.7778,10.0235,66.6537,-3.3015,2.7692
5.7800,178.2222,176.1111,176.6667,178.7778,10.0235,67.3747,-3.3943,2.7850
5.7900,178.2222,176.1111,176.6667,178.7778,10.0235,68.1011,-3.4944,2.7982
5.8000,178.2222,176.1111,176.6667,178.7778,10.0235,68.8328,-3.6027,2.8114
5.8100,178.2222,176.1111,176.6667,178.7778,10.0235,69.5698,-3.7201,2.8273
5.8200,178.2222,176.1111,176.6667,178.7778,10.0235,70.3121,-3.8478,2.8405
5.8300,178.2222,176.1111,176.6667,178.7778,10.0235,71.0598,-3.9870,2.8537
5.8400,178.2222,176.1111,176.6667,178.7778,10.0235,71.8126,-4.1394,2.8696
5.8500,178.2222,176.1111,176.6667,178.7778,10.0235,72.5708,-4.3068,2.8775
5.8600,178.2222,176.1111,176.6667,178.7778,10.0235,73.3342,-4.4914,2.8933
5.8700,178.2222,176.1111,176.6667,178.7778,10.0235,74.1028,-4.6959,2.9013
5.8800,178.2222,176.1111,176.6667,178.7778,10.0235,74.8765,-4.9234,2.9145
5.8900,178.2222,176.1111,176.6667,178.7778,10.0235,75.6553,-5.1782,2.9250
5.9000,178.2222,176.1111,176.6667,178.7778,10.0235,76.4392,-5.4650,2.9383
5.9100,178.2222,176.1111,176.6667,178.7778,10.0235,77.2282,-5.7902,2.9488
5.9200,178.2222,176.1111,176.6667,178.7778,10.0235,78.0221,-6.1618,2.9568
5.9300,178.2222,176.1111,176.6667,178.7778,10.0235,78.8207,-6.5902,2.9673
5.9400,178.2222,176.1111,176.6667,178.7778,10.0235,79.6240,-7.0891,2.9779
5.9500,178.2222,176.1111,176.6667,178.7778,10.0235,80.4316,-7.6771,2.9858
5.9600,178.2222,176.1111,176.6667,178.7778,10.0235,81.2435,-8.3797,2.9964
5.9700,178.2222,176.1111,176.6667,178.7778,10.0235,82.0591,-9.2333,2.9990
