Time,M1,M2,M3,M4,Pitch,Roll,Yaw,PosX,PosY,Altitude
0.000,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.32507,-0.27613,0.011
0.010,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.32507,-0.27613,0.005
0.020,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.32507,-0.27613,0.005
0.030,0.0,0.0,0.0,0.0,0.000,0.000,0.021,0.32507,-0.27613,0.000
0.040,0.0,0.0,0.0,0.0,0.000,0.000,0.021,0.32507,-0.27613,0.000
0.050,0.0,0.0,0.0,0.0,0.000,0.000,0.021,0.32507,-0.27613,-0.005
0.060,0.0,0.0,0.0,0.0,0.000,0.000,0.021,0.32507,-0.27613,-0.005
0.070,0.0,0.0,0.0,0.0,0.011,-0.003,0.050,0.32507,-0.27613,-0.005
0.080,0.0,0.0,0.0,0.0,-0.005,0.002,0.036,0.32507,-0.27613,-0.005
0.090,0.0,0.0,0.0,0.0,-0.004,0.000,0.036,0.32507,-0.27613,-0.005
0.100,0.0,0.0,0.0,0.0,-0.001,-0.001,0.036,0.32507,-0.27613,-0.005
0.110,0.0,0.0,0.0,0.0,0.001,0.000,0.036,0.32507,-0.27613,-0.005
0.120,0.0,0.0,0.0,0.0,0.001,0.000,0.036,0.32507,-0.27613,-0.005
0.130,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.140,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.150,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.160,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.170,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.180,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.190,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.200,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.210,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.220,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.230,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.240,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.250,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.260,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.270,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.280,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.290,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.300,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.310,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.320,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.330,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.340,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.350,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.360,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.370,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.380,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.390,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.400,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.410,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.420,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.430,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.440,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.450,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.460,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.470,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.480,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.490,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.500,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.510,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.520,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.530,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.540,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.550,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.560,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.570,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.580,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.590,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.600,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.610,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.620,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.630,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.640,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.650,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.660,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.670,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.680,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.690,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.700,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.710,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.720,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.730,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.740,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.750,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.760,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.770,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.780,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.790,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.800,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.810,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.820,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.830,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.840,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.850,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.860,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.870,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.880,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.890,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.900,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.910,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.920,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.930,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.940,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.950,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.960,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.970,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.980,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.990,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.000,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.010,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.020,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.030,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.040,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.050,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.060,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.070,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.080,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.090,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.100,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.110,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.120,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.130,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.140,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.150,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.160,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.170,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.180,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.190,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.200,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.210,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.220,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.230,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.240,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.250,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.260,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.270,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.280,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.290,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.300,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.310,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.320,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.330,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.340,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.350,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.360,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.370,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.380,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.390,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.400,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.410,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.420,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.430,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.440,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.450,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.460,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.470,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.480,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.490,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.500,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.510,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.520,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.530,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.540,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.550,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.560,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.570,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.580,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.590,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.600,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.610,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.620,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.630,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.640,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.650,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.660,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.670,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.680,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.690,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.700,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.710,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.720,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.730,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.740,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.750,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.760,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.770,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.780,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.790,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.800,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.810,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.820,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.830,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.840,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.850,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.860,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.870,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.880,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.890,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.900,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.910,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.920,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.930,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.940,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.950,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.960,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.970,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.980,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.990,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.000,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.010,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.020,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.030,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.040,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.050,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.060,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.070,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.080,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.090,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.100,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.110,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.120,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.130,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.140,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.150,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.160,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.170,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.180,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.190,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.200,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.210,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.220,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.230,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.240,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.250,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.260,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.270,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.280,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.290,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.300,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.310,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.320,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.330,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.340,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.350,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.360,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.370,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.380,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.390,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.400,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.410,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.420,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.430,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.440,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.450,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.460,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.470,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.480,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.490,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.500,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.510,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.520,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.530,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.540,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.550,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.560,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.570,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.580,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.590,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.600,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.610,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.620,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.630,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.640,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.650,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.660,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.670,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.680,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.690,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.700,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.710,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.720,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.730,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.740,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.750,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.760,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.770,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.780,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.790,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.800,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.810,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.820,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.830,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.840,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.850,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.860,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.870,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.880,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.890,0.0,0.0,0.0,0.0,0.000,0.000,0.036,0.32436,-0.27779,-0.005
