Time,M1_RR,M2_RL,M3_FR,M4_FL,V_batt,Theta,Phi,Psi,PosX,PosY,BaroAlt,LidarPulse,SetX,SetZ,SetY,SetYaw
1.890,193.0,193.0,189.0,189.0,10.34,-0.011,0.002,0.020,0.32534,-0.27958,-0.011,0.0,0.000,0.000,5.000,0.000
1.900,193.0,194.0,189.0,189.0,10.34,-0.032,0.004,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
1.910,227.0,232.0,224.0,229.0,10.34,-0.064,0.009,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
1.920,103.0,167.0,163.0,99.0,10.34,-0.041,0.002,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
1.930,193.0,194.0,189.0,189.0,10.34,-0.012,-0.003,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
1.940,193.0,194.0,189.0,189.0,10.34,0.003,-0.001,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
1.950,188.0,190.0,189.0,190.0,10.34,0.012,0.005,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
1.960,229.0,231.0,226.0,226.0,10.34,0.010,0.005,0.019,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
1.970,134.0,137.0,136.0,137.0,10.34,0.003,0.002,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
1.980,216.0,168.0,163.0,215.0,10.34,-0.001,-0.001,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
1.990,251.0,204.0,207.0,248.0,10.34,-0.002,-0.001,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.000,166.0,100.0,104.0,165.0,10.34,-0.007,-0.001,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.010,194.0,188.0,192.0,193.0,10.34,-0.003,-0.001,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.020,215.0,161.0,170.0,217.0,10.34,0.000,0.000,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.030,195.0,188.0,192.0,194.0,10.33,0.003,-0.002,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.040,195.0,188.0,192.0,194.0,10.33,0.002,0.000,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.050,208.0,250.0,250.0,203.0,10.33,0.000,0.000,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.060,196.0,186.0,195.0,192.0,10.33,0.000,0.000,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.070,196.0,190.0,190.0,192.0,10.33,0.000,0.000,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.080,196.0,186.0,195.0,192.0,10.33,0.000,0.000,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.090,197.0,186.0,195.0,192.0,10.33,-0.003,-0.002,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.100,165.0,96.0,105.0,164.0,10.33,-0.003,-0.007,0.020,0.32534,-0.28002,-0.005,0.0,0.000,0.000,5.000,0.000
2.110,233.0,222.0,230.0,229.0,10.33,-0.006,-0.015,0.020,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.120,217.0,158.0,174.0,216.0,10.33,-0.005,-0.026,0.020,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.130,199.0,185.0,195.0,193.0,10.33,-0.002,-0.027,0.020,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.140,200.0,182.0,198.0,192.0,10.33,0.000,-0.010,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.150,144.0,127.0,142.0,138.0,10.33,0.006,0.004,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.160,234.0,221.0,231.0,229.0,10.33,0.020,0.013,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.170,174.0,215.0,222.0,164.0,10.33,0.021,0.018,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.180,200.0,187.0,199.0,194.0,10.33,0.016,0.014,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.190,200.0,187.0,195.0,191.0,10.32,0.005,0.004,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.200,217.0,163.0,171.0,216.0,10.32,-0.004,-0.011,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.210,199.0,188.0,196.0,198.0,10.32,-0.013,-0.032,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.220,201.0,191.0,194.0,195.0,10.32,-0.017,-0.046,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.230,199.0,188.0,196.0,198.0,10.32,-0.012,-0.055,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.240,199.0,192.0,192.0,198.0,10.32,-0.004,-0.059,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.250,142.0,135.0,135.0,142.0,10.32,0.001,-0.058,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.260,167.0,217.0,217.0,167.0,10.32,0.002,-0.052,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.270,233.0,229.0,224.0,229.0,10.32,0.001,-0.042,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.280,105.0,169.0,167.0,105.0,10.32,0.001,-0.027,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.290,135.0,137.0,131.0,141.0,10.32,0.001,-0.007,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.300,191.0,193.0,187.0,197.0,10.32,0.001,0.003,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.310,214.0,164.0,167.0,219.0,10.32,-0.005,0.011,0.019,0.32547,-0.28009,-0.005,0.0,0.000,0.000,5.000,0.000
2.320,136.0,133.0,130.0,137.0,10.32,-0.002,0.009,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.330,190.0,187.0,190.0,195.0,10.32,-0.001,0.003,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.340,190.0,187.0,190.0,195.0,10.32,0.000,0.000,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.350,192.0,185.0,192.0,194.0,10.32,0.001,0.000,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.360,249.0,207.0,205.0,251.0,10.32,0.000,0.000,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.370,194.0,186.0,193.0,197.0,10.31,0.000,0.000,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.380,249.0,202.0,209.0,251.0,10.31,0.000,0.000,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.390,195.0,186.0,193.0,198.0,10.31,0.000,0.000,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.400,195.0,186.0,193.0,198.0,10.31,0.000,0.001,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.410,195.0,186.0,193.0,198.0,10.31,0.007,0.002,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.420,198.0,187.0,191.0,195.0,10.31,0.019,0.000,0.019,0.32561,-0.28004,0.000,0.0,0.000,0.000,5.000,0.000
2.430,195.0,190.0,189.0,198.0,10.31,0.038,-0.003,0.019,0.32561,-0.28004,0.000,0.0,0.000,0.000,5.000,0.000
2.440,165.0,214.0,220.0,169.0,10.31,0.064,-0.007,0.019,0.32561,-0.28004,0.000,0.0,0.000,0.000,5.000,0.000
2.450,194.0,191.0,190.0,198.0,10.31,0.095,-0.012,0.019,0.32561,-0.28004,0.005,0.0,0.000,0.000,5.000,0.000
2.460,168.0,216.0,219.0,166.0,10.31,0.127,-0.019,0.019,0.32561,-0.28004,0.005,0.0,0.000,0.000,5.000,0.000
2.470,192.0,190.0,192.0,200.0,10.31,0.159,-0.024,0.019,0.32561,-0.28004,0.000,0.0,0.000,0.000,5.000,0.000
2.480,197.0,190.0,192.0,196.0,10.31,0.155,-0.015,0.019,0.32561,-0.28004,0.000,0.0,0.000,0.000,5.000,0.000
2.490,197.0,190.0,192.0,196.0,10.31,0.140,-0.002,0.019,0.32561,-0.28004,0.000,0.0,0.000,0.000,5.000,0.000
2.500,194.0,192.0,190.0,198.0,10.31,0.113,0.003,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.510,194.0,192.0,191.0,198.0,10.31,0.080,0.003,0.019,0.32561,-0.28004,-0.005,0.0,0.000,0.000,5.000,0.000
2.520,229.0,228.0,226.0,233.0,10.31,0.039,0.002,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.530,196.0,199.0,189.0,199.0,10.31,0.005,0.000,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.540,198.0,197.0,190.0,198.0,10.31,-0.008,-0.004,0.020,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.550,196.0,199.0,187.0,200.0,10.30,-0.008,-0.005,0.020,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.560,196.0,196.0,192.0,200.0,10.30,-0.006,-0.004,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.570,198.0,197.0,190.0,198.0,10.30,-0.009,0.002,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.580,168.0,221.0,218.0,172.0,10.30,-0.016,0.011,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.590,195.0,197.0,193.0,199.0,10.30,-0.028,0.024,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.600,168.0,221.0,218.0,172.0,10.30,-0.031,0.036,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.610,191.0,197.0,197.0,200.0,10.30,-0.024,0.036,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.620,193.0,198.0,195.0,198.0,10.30,-0.009,0.031,0.020,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.630,191.0,197.0,197.0,200.0,10.30,0.000,0.018,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.640,165.0,108.0,103.0,171.0,10.30,0.003,0.005,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.650,190.0,195.0,195.0,199.0,10.30,0.002,0.000,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.660,192.0,192.0,197.0,198.0,10.30,0.001,-0.001,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.670,192.0,197.0,193.0,198.0,10.30,0.000,0.000,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.680,192.0,192.0,197.0,198.0,10.30,0.000,0.000,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.690,190.0,195.0,196.0,200.0,10.30,0.000,0.000,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.700,99.0,169.0,165.0,108.0,10.30,0.000,0.000,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.710,188.0,193.0,195.0,198.0,10.30,0.000,0.000,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.720,163.0,219.0,216.0,171.0,10.30,0.000,0.000,0.019,0.32567,-0.27941,-0.005,0.0,0.000,0.000,5.000,0.000
2.730,129.0,140.0,134.0,139.0,10.30,0.000,0.000,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.740,188.0,195.0,191.0,195.0,10.30,0.000,0.000,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.750,226.0,231.0,231.0,230.0,10.30,0.000,0.000,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.760,129.0,141.0,135.0,139.0,10.30,0.000,0.000,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.770,169.0,217.0,216.0,162.0,10.29,0.000,0.000,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.780,192.0,190.0,198.0,188.0,10.29,0.000,0.000,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.790,178.0,212.0,220.0,153.0,10.29,0.003,0.001,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.800,189.0,195.0,195.0,191.0,10.29,0.001,0.001,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.810,197.0,191.0,201.0,181.0,10.29,0.000,0.000,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.820,230.0,232.0,233.0,223.0,10.29,0.000,0.000,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.830,201.0,208.0,209.0,201.0,10.29,0.000,0.000,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.840,215.0,202.0,215.0,187.0,10.29,0.000,0.000,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.850,203.0,205.0,211.0,198.0,10.29,0.000,0.000,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.860,184.0,227.0,229.0,175.0,10.29,-0.004,-0.003,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.870,201.0,208.0,209.0,201.0,10.29,-0.008,-0.006,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.880,201.0,208.0,209.0,201.0,10.29,-0.021,-0.023,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.890,201.0,212.0,205.0,201.0,10.29,-0.033,-0.043,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.900,200.0,210.0,208.0,203.0,10.29,-0.050,-0.066,0.019,0.32552,-0.27951,-0.005,0.0,0.000,0.000,5.000,0.000
2.910,200.0,211.0,208.0,203.0,10.28,-0.065,-0.090,0.019,0.32552,-0.27951,-0.011,0.0,0.000,0.000,5.000,0.000
2.920,0.0,8.0,11.0,0.0,10.28,-0.080,-0.114,0.019,0.32552,-0.27951,-0.011,0.0,0.000,0.000,5.000,0.000
2.930,120.0,137.0,132.0,125.0,10.28,-0.100,-0.136,0.019,0.32552,-0.27951,-0.011,0.0,0.000,0.000,5.000,0.000
2.940,159.0,210.0,211.0,159.0,10.28,-0.119,-0.156,0.019,0.32623,-0.28007,-0.011,0.0,0.000,0.000,5.000,0.000
2.950,180.0,189.0,190.0,179.0,10.28,-0.137,-0.174,0.019,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
2.960,155.0,207.0,211.0,160.0,10.28,-0.118,-0.164,0.019,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
2.970,179.0,190.0,191.0,179.0,10.28,-0.046,-0.100,0.020,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
2.980,179.0,190.0,191.0,179.0,10.28,0.001,-0.021,0.020,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
2.990,153.0,83.0,91.0,158.0,10.28,0.018,0.016,0.019,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.000,182.0,183.0,193.0,173.0,10.28,0.015,0.032,0.020,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.010,235.0,173.0,188.0,223.0,10.28,0.005,0.034,0.019,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.020,235.0,173.0,188.0,223.0,10.28,-0.001,0.025,0.019,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.030,235.0,173.0,188.0,223.0,10.28,-0.003,0.006,0.019,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.040,235.0,173.0,188.0,223.0,10.28,-0.002,-0.003,0.019,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.050,235.0,173.0,188.0,223.0,10.28,0.000,-0.012,0.019,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.060,235.0,173.0,188.0,223.0,10.28,0.000,-0.025,0.019,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.070,235.0,173.0,188.0,223.0,10.28,0.000,-0.041,0.019,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.080,235.0,173.0,188.0,223.0,10.28,0.000,-0.060,0.018,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.090,235.0,173.0,188.0,223.0,10.28,0.000,-0.084,0.018,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.100,235.0,173.0,188.0,223.0,10.28,0.000,-0.111,0.017,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.110,235.0,173.0,188.0,223.0,10.28,0.000,-0.141,0.017,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.120,235.0,173.0,188.0,223.0,10.28,0.000,-0.176,0.017,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.130,235.0,173.0,188.0,223.0,10.28,0.000,-0.213,0.016,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.140,235.0,173.0,188.0,223.0,10.28,0.000,-0.255,0.016,0.32623,-0.28007,-0.005,0.0,0.000,0.000,5.000,0.000
3.150,235.0,173.0,188.0,223.0,10.28,0.000,-0.300,0.016,0.32652,-0.28005,-0.005,0.0,0.000,0.000,5.000,0.000
3.160,235.0,173.0,188.0,223.0,10.28,0.000,-0.349,0.015,0.32652,-0.28005,0.000,0.0,0.000,0.000,5.000,0.000
3.170,235.0,173.0,188.0,223.0,10.28,0.000,-0.401,0.015,0.32652,-0.28005,0.000,0.0,0.000,0.000,5.000,0.000
3.180,235.0,173.0,188.0,223.0,10.28,0.000,-0.458,0.015,0.32652,-0.28005,0.000,0.0,0.000,0.000,5.000,0.000
3.190,235.0,173.0,188.0,223.0,10.28,0.000,-0.518,0.015,0.32652,-0.28005,0.000,0.0,0.000,0.000,5.000,0.000
3.200,235.0,173.0,188.0,223.0,10.28,0.000,-0.583,0.015,0.32652,-0.28005,0.000,0.0,0.000,0.000,5.000,0.000
3.210,235.0,173.0,188.0,223.0,10.28,0.000,-0.652,0.015,0.32652,-0.28005,0.000,0.0,0.000,0.000,5.000,0.000
3.220,235.0,173.0,188.0,223.0,10.28,0.000,-0.726,0.015,0.32652,-0.28005,0.000,0.0,0.000,0.000,5.000,0.000
3.230,235.0,173.0,188.0,223.0,10.28,0.000,-0.804,0.015,0.32652,-0.28005,0.000,0.0,0.000,0.000,5.000,0.000
3.240,235.0,173.0,188.0,223.0,10.28,0.000,-0.887,0.014,0.32652,-0.28005,0.000,0.0,0.000,0.000,5.000,0.000
3.250,235.0,173.0,188.0,223.0,10.28,0.000,-0.974,0.014,0.32652,-0.28005,0.000,0.0,0.000,0.000,5.000,0.000
3.260,235.0,173.0,188.0,223.0,10.28,0.000,-1.067,0.014,0.32652,-0.28005,0.005,0.0,0.000,0.000,5.000,0.000
3.270,235.0,173.0,188.0,223.0,10.28,0.000,-1.164,0.014,0.32652,-0.28005,0.005,0.0,0.000,0.000,5.000,0.000
3.280,235.0,173.0,188.0,223.0,10.28,0.000,-1.266,0.013,0.32652,-0.28005,0.005,0.0,0.000,0.000,5.000,0.000
3.290,235.0,173.0,188.0,223.0,10.28,0.000,-1.374,0.013,0.32652,-0.28005,0.005,0.0,0.000,0.000,5.000,0.000
3.300,235.0,173.0,188.0,223.0,10.28,-0.001,-1.487,0.013,0.32652,-0.28005,0.005,0.0,0.000,0.000,5.000,0.000
3.310,235.0,173.0,188.0,223.0,10.28,-0.001,-1.606,0.012,0.32652,-0.28005,0.005,0.0,0.000,0.000,5.000,0.000
3.320,235.0,173.0,188.0,223.0,10.28,-0.001,-1.731,0.012,0.32652,-0.28005,0.005,0.0,0.000,0.000,5.000,0.000
3.330,235.0,173.0,188.0,223.0,10.28,-0.001,-1.862,0.011,0.32652,-0.28005,0.011,0.0,0.000,0.000,5.000,0.000
3.340,235.0,173.0,188.0,223.0,10.28,-0.001,-1.998,0.011,0.32652,-0.28005,0.011,0.0,0.000,0.000,5.000,0.000
3.350,235.0,173.0,188.0,223.0,10.28,-0.001,-2.142,0.011,0.32652,-0.28005,0.011,0.0,0.000,0.000,5.000,0.000
3.360,235.0,173.0,188.0,223.0,10.28,-0.001,-2.292,0.011,0.32707,-0.28008,0.011,0.0,0.000,0.000,5.000,0.000
3.370,235.0,173.0,188.0,223.0,10.28,-0.001,-2.449,0.010,0.32707,-0.28008,0.011,0.0,0.000,0.000,5.000,0.000
3.380,235.0,173.0,188.0,223.0,10.28,-0.001,-2.613,0.010,0.32707,-0.28008,0.013,0.0,0.000,0.000,5.000,0.000
3.390,235.0,173.0,188.0,223.0,10.28,-0.001,-2.785,0.010,0.32707,-0.28008,0.013,0.0,0.000,0.000,5.000,0.000
3.400,235.0,173.0,188.0,223.0,10.28,-0.001,-2.964,0.009,0.32707,-0.28008,0.013,0.0,0.000,0.000,5.000,0.000
3.410,235.0,173.0,188.0,223.0,10.28,-0.001,-3.152,0.009,0.32707,-0.28008,0.013,0.0,0.000,0.000,5.000,0.000
3.420,235.0,173.0,188.0,223.0,10.28,-0.001,-3.347,0.009,0.32707,-0.28008,0.018,0.0,0.000,0.000,5.000,0.000
3.430,235.0,173.0,188.0,223.0,10.28,-0.001,-3.552,0.008,0.32707,-0.28008,0.018,0.0,0.000,0.000,5.000,0.000
3.440,235.0,173.0,188.0,223.0,10.28,-0.001,-3.765,0.007,0.32707,-0.28008,0.018,0.0,0.000,0.000,5.000,0.000
3.450,235.0,173.0,188.0,223.0,10.28,-0.002,-3.988,0.007,0.32707,-0.28008,0.024,0.0,0.000,0.000,5.000,0.000
3.460,235.0,173.0,188.0,223.0,10.28,-0.002,-4.220,0.007,0.32707,-0.28008,0.024,0.0,0.000,0.000,5.000,0.000
3.470,235.0,173.0,188.0,223.0,10.28,-0.002,-4.462,0.006,0.32707,-0.28008,0.024,0.0,0.000,0.000,5.000,0.000
3.480,235.0,173.0,188.0,223.0,10.28,-0.002,-4.715,0.006,0.32707,-0.28008,0.029,0.0,0.000,0.000,5.000,0.000
3.490,235.0,173.0,188.0,223.0,10.28,-0.002,-4.978,0.006,0.32707,-0.28008,0.029,0.0,0.000,0.000,5.000,0.000
3.500,235.0,173.0,188.0,223.0,10.28,-0.002,-5.253,0.006,0.32707,-0.28008,0.029,0.0,0.000,0.000,5.000,0.000
3.510,235.0,173.0,188.0,223.0,10.28,-0.002,-5.539,0.006,0.32707,-0.28008,0.032,0.0,0.000,0.000,5.000,0.000
3.520,235.0,173.0,188.0,223.0,10.28,-0.002,-5.837,0.006,0.32707,-0.28008,0.032,0.0,0.000,0.000,5.000,0.000
3.530,235.0,173.0,188.0,223.0,10.28,-0.002,-6.148,0.007,0.32707,-0.28008,0.032,0.0,0.000,0.000,5.000,0.000
3.540,235.0,173.0,188.0,223.0,10.28,-0.003,-6.472,0.007,0.32707,-0.28008,0.037,0.0,0.000,0.000,5.000,0.000
3.550,235.0,173.0,188.0,223.0,10.28,-0.003,-6.810,0.007,0.32707,-0.28008,0.037,0.0,0.000,0.000,5.000,0.000
3.560,235.0,173.0,188.0,223.0,10.28,-0.003,-7.160,0.007,0.32572,-0.28007,0.042,0.0,0.000,0.000,5.000,0.000
3.570,235.0,173.0,188.0,223.0,10.28,-0.003,-7.524,0.007,0.32572,-0.28007,0.042,0.0,0.000,0.000,5.000,0.000
3.580,235.0,173.0,188.0,223.0,10.28,-0.003,-7.902,0.007,0.32572,-0.28007,0.048,0.0,0.000,0.000,5.000,0.000
3.590,235.0,173.0,188.0,223.0,10.28,-0.003,-8.292,0.008,0.32572,-0.28007,0.048,0.0,0.000,0.000,5.000,0.000
3.600,235.0,173.0,188.0,223.0,10.28,-0.003,-8.696,0.008,0.32572,-0.28007,0.053,0.0,0.000,0.000,5.000,0.000
3.610,235.0,173.0,188.0,223.0,10.28,-0.003,-9.114,0.008,0.32572,-0.28007,0.053,0.0,0.000,0.000,5.000,0.000
3.620,235.0,173.0,188.0,223.0,10.28,-0.004,-9.545,0.009,0.32572,-0.28007,0.055,0.0,0.000,0.000,5.000,0.000
3.630,235.0,173.0,188.0,223.0,10.28,-0.004,-9.989,0.009,0.32572,-0.28007,0.061,0.0,0.000,0.000,5.000,0.000
3.640,235.0,173.0,188.0,223.0,10.28,-0.004,-10.447,0.009,0.32572,-0.28007,0.061,0.0,0.000,0.000,5.000,0.000
3.650,235.0,173.0,188.0,223.0,10.28,-0.004,-10.919,0.010,0.32572,-0.28007,0.066,0.0,0.000,0.000,5.000,0.000
3.660,235.0,173.0,188.0,223.0,10.28,-0.004,-11.405,0.010,0.32572,-0.28007,0.066,0.0,0.000,0.000,5.000,0.000
3.670,235.0,173.0,188.0,223.0,10.28,-0.004,-11.905,0.011,0.32572,-0.28007,0.071,0.0,0.000,0.000,5.000,0.000
3.680,235.0,173.0,188.0,223.0,10.28,-0.005,-12.418,0.011,0.32572,-0.28007,0.074,0.0,0.000,0.000,5.000,0.000
3.690,235.0,173.0,188.0,223.0,10.28,-0.005,-12.947,0.012,0.32572,-0.28007,0.074,0.0,0.000,0.000,5.000,0.000
3.700,235.0,173.0,188.0,223.0,10.28,-0.005,-13.490,0.013,0.32572,-0.28007,0.079,0.0,0.000,0.000,5.000,0.000
3.710,235.0,173.0,188.0,223.0,10.28,-0.005,-14.047,0.013,0.32572,-0.28007,0.085,0.0,0.000,0.000,5.000,0.000
3.720,235.0,173.0,188.0,223.0,10.28,-0.005,-14.620,0.014,0.32572,-0.28007,0.090,0.0,0.000,0.000,5.000,0.000
3.730,235.0,173.0,188.0,223.0,10.28,-0.006,-15.208,0.015,0.32572,-0.28007,0.090,0.0,0.000,0.000,5.000,0.000
3.740,235.0,173.0,188.0,223.0,10.28,-0.006,-15.812,0.016,0.32572,-0.28007,0.095,0.0,0.000,0.000,5.000,0.000
3.750,235.0,173.0,188.0,223.0,10.28,-0.006,-16.432,0.017,0.32572,-0.28007,0.098,0.0,0.000,0.000,5.000,0.000
3.760,235.0,173.0,188.0,223.0,10.28,-0.006,-17.068,0.018,0.32572,-0.28007,0.103,0.0,0.000,0.000,5.000,0.000
3.770,235.0,173.0,188.0,223.0,10.28,-0.006,-17.721,0.019,0.29598,-0.27996,0.108,0.0,0.000,0.000,5.000,0.000
3.780,235.0,173.0,188.0,223.0,10.28,-0.007,-18.392,0.020,0.29598,-0.27996,0.108,0.0,0.000,0.000,5.000,0.000
3.790,235.0,173.0,188.0,223.0,10.28,-0.007,-19.080,0.022,0.29598,-0.27996,0.114,0.0,0.000,0.000,5.000,0.000
