Time,Roll,Pitch,Yaw,PosX,PosY,Altitude
21.950,0.003,0.008,0.036,0.36004,-0.29828,0.018
21.960,0.003,0.008,0.036,0.36004,-0.29828,0.018
21.970,0.003,0.008,0.036,0.36004,-0.29828,0.018
21.980,0.003,0.008,0.036,0.36004,-0.29828,0.018
21.990,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.000,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.010,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.020,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.030,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.040,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.050,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.060,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.070,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.080,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.090,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.100,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.110,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.120,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.130,0.003,0.008,0.036,0.36004,-0.29828,0.018
22.140,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.150,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.160,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.170,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.180,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.190,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.200,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.210,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.220,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.230,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.240,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.250,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.260,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.270,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.280,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.290,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.300,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.310,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.320,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.330,0.003,0.008,0.036,0.36123,-0.29894,0.018
22.340,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.350,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.360,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.370,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.380,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.390,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.400,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.410,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.420,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.430,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.440,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.450,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.460,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.470,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.480,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.490,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.500,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.510,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.520,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.530,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.540,0.003,0.008,0.036,0.36239,-0.29958,0.018
22.550,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.560,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.570,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.580,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.590,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.600,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.610,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.620,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.630,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.640,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.650,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.660,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.670,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.680,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.690,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.700,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.710,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.720,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.730,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.740,0.003,0.008,0.036,0.36362,-0.30025,0.018
22.750,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.760,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.770,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.780,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.790,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.800,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.810,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.820,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.830,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.840,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.850,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.860,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.870,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.880,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.890,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.900,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.910,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.920,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.930,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.940,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.950,0.003,0.008,0.036,0.36482,-0.30089,0.018
22.960,0.003,0.009,0.036,0.36610,-0.30157,0.018
22.970,0.003,0.009,0.036,0.36610,-0.30157,0.018
22.980,0.003,0.009,0.036,0.36610,-0.30157,0.018
22.990,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.000,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.010,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.020,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.030,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.040,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.050,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.060,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.070,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.080,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.090,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.100,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.110,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.120,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.130,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.140,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.150,0.003,0.009,0.036,0.36610,-0.30157,0.018
23.160,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.170,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.180,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.190,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.200,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.210,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.220,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.230,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.240,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.250,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.260,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.270,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.280,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.290,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.300,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.310,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.320,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.330,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.340,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.350,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.360,0.003,0.009,0.036,0.36734,-0.30223,0.018
23.370,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.380,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.390,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.400,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.410,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.420,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.430,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.440,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.450,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.460,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.470,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.480,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.490,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.500,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.510,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.520,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.530,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.540,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.550,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.560,0.003,0.009,0.036,0.36866,-0.30292,0.018
23.570,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.580,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.590,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.600,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.610,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.620,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.630,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.640,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.650,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.660,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.670,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.680,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.690,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.700,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.710,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.720,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.730,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.740,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.750,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.760,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.770,0.003,0.009,0.036,0.36995,-0.30358,0.018
23.780,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.790,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.800,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.810,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.820,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.830,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.840,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.850,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.860,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.870,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.880,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.890,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.900,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.910,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.920,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.930,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.940,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.950,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.960,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.970,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.980,0.003,0.009,0.036,0.37132,-0.30427,0.018
23.990,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.000,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.010,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.020,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.030,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.040,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.050,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.060,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.070,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.080,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.090,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.100,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.110,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.120,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.130,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.140,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.150,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.160,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.170,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.180,0.003,0.009,0.036,0.37272,-0.30497,0.018
24.190,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.200,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.210,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.220,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.230,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.240,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.250,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.260,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.270,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.280,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.290,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.300,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.310,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.320,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.330,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.340,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.350,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.360,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.370,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.380,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.390,0.003,0.009,0.036,0.37407,-0.30564,0.018
24.400,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.410,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.420,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.430,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.440,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.450,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.460,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.470,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.480,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.490,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.500,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.510,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.520,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.530,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.540,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.550,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.560,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.570,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.580,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.590,0.003,0.009,0.036,0.37551,-0.30635,0.018
24.600,0.003,0.009,0.036,0.37691,-0.30703,0.018
24.610,0.003,0.009,0.036,0.37691,-0.30703,0.018
24.620,0.003,0.009,0.036,0.37691,-0.30703,0.018
24.630,0.003,0.009,0.036,0.37691,-0.30703,0.018
24.640,0.003,0.009,0.036,0.37691,-0.30703,0.018
24.650,0.003,0.009,0.036,0.37691,-0.30703,0.018
24.660,0.003,0.009,0.036,0.37691,-0.30703,0.018
24.670,0.003,0.009,0.036,0.37691,-0.30703,0.018
24.680,0.003,0.010,0.036,0.37691,-0.30703,0.018
24.690,0.003,0.010,0.036,0.37691,-0.30703,0.018
24.700,0.003,0.010,0.036,0.37691,-0.30703,0.018
24.710,0.003,0.010,0.036,0.37691,-0.30703,0.018
24.720,0.003,0.010,0.036,0.37691,-0.30703,0.018
24.730,0.003,0.010,0.036,0.37691,-0.30703,0.018
24.740,0.003,0.010,0.036,0.37691,-0.30703,0.018
24.750,0.003,0.010,0.036,0.37691,-0.30703,0.018
24.760,0.003,0.010,0.036,0.37691,-0.30703,0.024
24.770,0.003,0.010,0.036,0.37691,-0.30703,0.024
24.780,0.003,0.010,0.036,0.37691,-0.30703,0.024
24.790,0.003,0.010,0.036,0.37691,-0.30703,0.024
24.800,0.003,0.010,0.036,0.37691,-0.30703,0.024
24.810,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.820,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.830,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.840,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.850,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.860,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.870,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.880,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.890,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.900,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.910,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.920,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.930,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.940,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.950,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.960,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.970,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.980,0.003,0.010,0.036,0.37840,-0.30774,0.024
24.990,0.003,0.010,0.036,0.37840,-0.30774,0.024
25.000,0.003,0.010,0.036,0.37840,-0.30774,0.024
25.010,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.020,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.030,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.040,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.050,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.060,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.070,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.080,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.090,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.100,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.110,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.120,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.130,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.140,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.150,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.160,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.170,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.180,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.190,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.200,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.210,0.003,0.010,0.036,0.37985,-0.30842,0.024
25.220,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.230,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.240,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.250,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.260,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.270,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.280,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.290,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.300,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.310,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.320,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.330,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.340,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.350,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.360,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.370,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.380,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.390,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.400,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.410,0.003,0.010,0.036,0.38139,-0.30914,0.024
25.420,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.430,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.440,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.450,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.460,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.470,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.480,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.490,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.500,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.510,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.520,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.530,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.540,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.550,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.560,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.570,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.580,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.590,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.600,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.610,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.620,0.003,0.010,0.036,0.38288,-0.30983,0.024
25.630,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.640,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.650,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.660,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.670,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.680,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.690,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.700,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.710,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.720,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.730,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.740,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.750,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.760,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.770,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.780,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.790,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.800,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.810,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.820,0.003,0.010,0.036,0.38446,-0.31055,0.024
25.830,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.840,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.850,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.860,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.870,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.880,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.890,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.900,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.910,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.920,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.930,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.940,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.950,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.960,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.970,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.980,0.003,0.010,0.036,0.38600,-0.31125,0.024
25.990,0.003,0.010,0.036,0.38600,-0.31125,0.024
26.000,0.003,0.010,0.036,0.38600,-0.31125,0.024
26.010,0.003,0.010,0.036,0.38600,-0.31125,0.024
26.020,0.003,0.010,0.036,0.38600,-0.31125,0.024
26.030,0.003,0.010,0.036,0.38600,-0.31125,0.024
26.040,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.050,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.060,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.070,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.080,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.090,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.100,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.110,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.120,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.130,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.140,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.150,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.160,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.170,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.180,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.190,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.200,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.210,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.220,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.230,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.240,0.003,0.010,0.036,0.38764,-0.31198,0.024
26.250,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.260,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.270,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.280,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.290,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.300,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.310,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.320,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.330,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.340,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.350,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.360,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.370,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.380,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.390,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.400,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.410,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.420,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.430,0.003,0.010,0.036,0.38930,-0.31271,0.024
26.440,0.003,0.010,0.036,0.38930,-0.31271,0.024
